Exam| RRB GROUP-D CBT-I
QEN| Which theme was celebrated for World Malaria Day on 25 April 2025?
QBN| ২৫ এপ্রিল ২০২৫-এ কোন থিমের সাথে বিশ্ব ম্যালেরিয়া দিবস পালিত হয়েছিল?
Common| 
Image| 
A| Malaria Ends with Us: Reinvest, Reimagine, Reignite / ম্যালেরিয়া এন্ডস উইথ আস: রেইনভেস্ট, রিমাজিন, রেইগনাইট (Malaria Ends with Us: Reinvest, Reimagine, Reignite)
B| Invest in Malaria-Free Future: Reinvest, Reimagine, Reignite / ইনভেস্ট ইন ম্যালেরিয়া-ফ্রি ফিউচার: রেইনভেস্ট, রিমাজিন, রেইগনাইট (Invest in Malaria-Free Future: Reinvest, Reimagine, Reignite)
C| Zero Malaria Starts with Me: Reinvest, Reimagine, Reignite / জিরো ম্যালেরিয়া স্টার্টস উইথ মি: রেইনভেস্ট, রিমাজিন, রেইগনাইট (Zero Malaria Starts with Me: Reinvest, Reimagine, Reignite)
D| Time to Beat Malaria: Reinvest, Reimagine, Reignite / টাইম টু বিট ম্যালেরিয়া: রেইনভেস্ট, রিমাজিন, রেইগনাইট (Time to Beat Malaria: Reinvest, Reimagine, Reignite)
Shift| 23/12/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 6.08
Topic| 
SubTopic| 
QuestionID| GACA-000867

QEN| As reported in August 2025, which of the following relief measures did exporters request from the government and Reserve Bank of India (RBI) to help with financial strain caused by US tariffs?
QBN| মার্কিন শুল্কের কারণে আর্থিক চাপ কাটিয়ে উঠতে রপ্তানিকারকরা সরকার এবং ভারতীয় রিজার্ভ ব্যাংকের (RBI) কাছে আগস্ট ২০২৫-এ কোন ত্রাণের অনুরোধ জানিয়েছিলেন?
Common| 
Image| 
A| Increase in export tariffs / রপ্তানি শুল্ক বৃদ্ধি (Increase in export tariffs)
B| Relaxation on loan repayments / ঋণ পরিশোধে শিথিলতা (Relaxation on loan repayments)
C| Complete write-off of loans / ঋণ সম্পূর্ণ মওকুফ (Complete write-off of loans)
D| Import bans on US goods / মার্কিন পণ্যের ওপর আমদানি নিষেধাজ্ঞা (Import bans on US goods)
Shift| 21/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 8.01
Topic| 
SubTopic| 
QuestionID| GACA-000868

QEN| What was the theme of the 78th World Health Assembly, 2025, held in Geneva in May 2025?
QBN| মে ২০২৫-এ জেনিভায় অনুষ্ঠিত ৭৮তম বিশ্ব স্বাস্থ্য সভার (World Health Assembly) থিম কী ছিল?
Common| 
Image| 
A| Advancing Equity in Global Health / গ্লোবাল হেলথে সমতা অগ্রসর করা (Advancing Equity in Global Health)
B| Health for All: Building Resilient Systems / সবার জন্য স্বাস্থ্য: স্থিতিস্থাপক সিস্টেম তৈরি করা (Health for All: Building Resilient Systems)
C| Universal Health Coverage: A Global Need / সার্বজনীন স্বাস্থ্য কভারেজ: একটি বৈশ্বিক প্রয়োজন (Universal Health Coverage: A Global Need)
D| One World for Health / স্বাস্থ্যের জন্য এক পৃথিবী (One World for Health)
Shift| 27/11/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 5.97
Topic| 
SubTopic| 
QuestionID| GACA-000869

QEN| What new title did the Amendment give to the Waqf Act, 1995?
QBN| ওয়াকফ আইন, ১৯৯৫-এর সংশোধনীতে কী নতুন নাম দেওয়া হয়েছে?
Common| 
Image| 
A| United Waqf Management, Empowerment, Efficiency and Development Act,1995 / ইউনাইটেড ওয়াকফ ম্যানেজমেন্ট, এমপাওয়ারমেন্ট, এফিসিয়েন্সি অ্যান্ড ডেভেলপমেন্ট অ্যাক্ট, ১৯৯৫ [United Waqf Management, Empowerment, Efficiency and Development Act, 1995]
B| United Waqf Administration Act,1995 / ইউনাইটেড ওয়াকফ অ্যাডমিনিস্ট্রেশন অ্যাক্ট, ১৯৯৫ (United Waqf Administration Act, 1995)
C| Unified Waqf Empowerment Act and management of Waqf properties and boards, 1995 / ইউনিফাইড ওয়াকফ এমপাওয়ারমেন্ট অ্যাক্ট অ্যান্ড ম্যানেজমেন্ট অফ ওয়াকফ প্রপার্টিজ অ্যান্ড বোর্ডস, ১৯৯৫ [Unified Waqf Empowerment Act and management of Waqf properties and boards, 1995]
D| Waqf Efficiency and Reform Act,1995 / ওয়াকফ এফিসিয়েন্সি অ্যান্ড রিফর্ম অ্যাক্ট, ১৯৯৫ (Waqf Efficiency and Reform Act, 1995)
Shift| 23/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 5.60
Topic| 
SubTopic| 
QuestionID| GACA-000870

QEN| In March 2025, which 12-year-old swimmer set a record by completing the 17 km open-water swim from Gateway of India to Atal Setu?
QBN| মার্চ ২০২৫ সালে কোন ১২ বছর বয়সী সাঁতারু গেটওয়ে অফ ইন্ডিয়া থেকে অটল সেতু পর্যন্ত ১৭ কিমি ওপেন-ওয়াটার সাঁতার সম্পন্ন করে রেকর্ড গড়েছেন?
Common| 
Image| 
A| Arjun Borse / অর্জুন বোর্সে (Arjun Borse)
B| Rohan Mehta / রোহান মেহতা (Rohan Mehta)
C| Tanay Tushar Lad / তনয় তুষার লাড (Tanay Tushar Lad)
D| Vihaan Sharma / বিহান শর্মা (Vihaan Sharma)
Shift| 26/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 9.21
Topic| 
SubTopic| 
QuestionID| GACA-000871

QEN| Against which country's wrestler did Antim Panghal win her bronze medal match at the Asian Wrestling Championships, 2025?
QBN| এশিয়ান রেসলিং চ্যাম্পিয়নশিপ ২০২৫-এ অ্যান্টি পঙ্ঘাল ব্রোঞ্জ পদক ম্যাচের কোন দেশের কুস্তিগীরকে পরাজিত করেছিলেন?
Common| 
Image| 
A| Japan / জাপান (Japan)
B| Chinese Taipei / চাইনিজ তাইপে (Chinese Taipei)
C| Kazakhstan / কাজাখস্তান (Kazakhstan)
D| China / চীন (China)
Shift| 08/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 7.57
Topic| 
SubTopic| 
QuestionID| GACA-000872

QEN| Who among the following was elected as the President of South Korea in June 2025?
QBN| জুন ২০২৫-এ দক্ষিণ কোরিয়ার প্রেসিডেন্ট হিসেবে কে নির্বাচিত হয়েছেন?
Common| 
Image| 
A| Lee Jae‑myung / লি জায়ে-ম্যুং (Lee Jae-myung)
B| Kim Moon‑soo / কিম মুন-সু (Kim Moon-soo)
C| Lee Jun‑seok / লি জুন-সিয়োক (Lee Jun-seok)
D| Yoon Suk Yeol / ইউন সুক-ইওল (Yoon Suk Yeol)
Shift| 02/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 7.13
Topic| 
SubTopic| 
QuestionID| GACA-000873

QEN| The National Conference on “Strengthening Legal Aid Delivery Mechanisms” in November 2025 was inaugurated at ____.
QBN| নভেম্বর ২০২৫-এ "আইনি সহায়তা বিতরণ ব্যবস্থা জোরদারকরণ" সম্পর্কিত জাতীয় সম্মেলন কোথায় উদ্বোধন করা হয়েছিল?
Common| 
Image| 
A| Supreme Court of India, New Delhi / ভারতের সুপ্রিম কোর্ট, নতুন দিল্লি (Supreme Court of India, New Delhi)
B| Rashtrapati Bhavan, New Delhi / রাষ্ট্রপতি ভবন, নতুন দিল্লি (Rashtrapati Bhavan, New Delhi)
C| National Judicial Academy, Bhopal / ন্যাশনাল জুডিশিয়াল একাডেমি, ভোপাল (National Judicial Academy, Bhopal)
D| Sansad Bhavan, New Delhi / সংসদ ভবন, নতুন দিল্লি (Sansad Bhavan, New Delhi)
Shift| 19/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 8.53
Topic| 
SubTopic| 
QuestionID| GACA-000874

QEN| In 2025, a state-of-the-art automated healthcare machine, a self-service digital health kiosk for basic testing and diagnostics, was installed at Lucknow. What is it called?
QBN| লখনউতে ২০২৫ সালে একটি অত্যাধুনিক স্বয়ংক্রিয় স্বাস্থ্যসেবা মেশিন (বেসিক পরীক্ষা এবং ডায়াগনস্টিকসের জন্য একটি সেলফ-সার্ভিস ডিজিটাল হেলথ কিয়স্ক) ইনস্টল করা হয়েছে। এটিকে কী বলা হয়?
Common| 
Image| 
A| Health Pod / হেলথ পড (Health Pod)
B| Health ATM / হেলথ এটিএম (Health ATM)
C| Med Kiosk / মেদ কিয়স্ক (Med Kiosk)
D| e-Clinic Booth / ই-ক্লিনিক বুথ (e-Clinic Booth)
Shift| 28/11/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 8.64
Topic| 
SubTopic| 
QuestionID| GACA-000875

QEN| The Chhattisgarh Chief Minister in August 2025 directed officials to extend assistance to families affected by floods in which of the following divisions?
QBN| ছত্তিশগড়ের মুখ্যমন্ত্রী আগস্ট ২০২৫-এ কোন বিভাগের বন্যা কবলিত পরিবারগুলিকে সহায়তা দেওয়ার জন্য নির্দেশ দিয়েছিলেন?
Common| 
Image| 
A| Raipur / রায়পুর (Raipur)
B| Bilaspur / বিলাসপুর (Bilaspur)
C| Bastar / বস্তর (Bastar)
D| Surguja / সুরগুজা (Surguja)
Shift| 04/02/2026 9:00 AM - 10:30 AM
Correct| C
Difficulty| 5.86
Topic| 
SubTopic| 
QuestionID| GACA-000876

QEN| Which female athlete became the second woman in history to win the Laureus World Sportswoman of the Year four times by April 2025?
QBN| কোন মহিলা অ্যাথলেট এপ্রিল ২০২৫ সালের মধ্যে ইতিহাসে দ্বিতীয় মহিলা হিসেবে চারবার লরিয়াস ওয়ার্ল্ড স্পোর্টসওম্যান অফ দ্য ইয়ার জিতেছেন?
Common| 
Image| 
A| Rebeca Andrade / রেবেকা আন্দ্রাদে (Rebeca Andrade)
B| Naomi Osaka / নাওমি ওসাকা (Naomi Osaka)
C| Simone Biles / সিমন বাইলস (Simone Biles)
D| Serena Williams / সেরেনা উইলিয়ামস (Serena Williams)
Shift| 22/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 5.45
Topic| 
SubTopic| 
QuestionID| GACA-000877

QEN| Under India’s National Green Hydrogen Mission, what is the minimum annual green hydrogen production capacity targeted by 2030?
QBN| ভারতের জাতীয় গ্রিন হাইড্রোজেন মিশনের অধীনে ২০৩০ সালের মধ্যে প্রতি বছর সর্বনিম্ন কত বার্ষিক গ্রিন হাইড্রোজেন উৎপাদন ক্ষমতার লক্ষ্যমাত্রা রাখা হয়েছে?
Common| 
Image| 
A| 8 million metric tonnes (MMT) per year / প্রতি বছর ৮ মিলিয়ন মেট্রিক টন (MMT)
B| 5 million metric tonnes (MMT) per year / প্রতি বছর ৫ মিলিয়ন মেট্রিক টন (MMT)
C| 2 million metric tonnes (MMT) per year / প্রতি বছর ২ মিলিয়ন মেট্রিক টন (MMT)
D| 10 million metric tonnes (MMT) per year / প্রতি বছর ১০ মিলিয়ন মেট্রিক টন (MMT)
Shift| 22/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 6.95
Topic| 
SubTopic| 
QuestionID| GACA-000878

QEN| What proportion of women’s participation in police recruitment has been mandated under the Uttar Pradesh government’s women empowerment policy, Mission Shakti 5.0, launched in September 2025?
QBN| সেপ্টেম্বর ২০২৫-এ চালু হওয়া উত্তরপ্রদেশ সরকারের নারী ক্ষমতায়ন নীতি মিশন শক্তি ৫.০ (Mission Shakti 5.0)-এর অধীনে পুলিশ নিয়োগে মহিলাদের অংশগ্রহণের কত অনুপাত বাধ্যতামূলক করা হয়েছে?
Common| 
Image| 
A| 10% / ১০%
B| 25% / ২৫%
C| 15% / ১৫%
D| 20% / ২০%
Shift| 29/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 6.91
Topic| 
SubTopic| 
QuestionID| GACA-000879

QEN| What was the theme for National Girl Child Day 2025 celebrated in January?
QBN| জানুয়ারিতে উদযাপিত জাতীয় কন্যাসন্তান দিবস ২০২৫-এর থিম বা বিষয়বস্তু কী ছিল?
Common| 
Image| 
A| Empowering Girls for a Bright Future / উজ্জ্বল ভবিষ্যতের জন্য কন্যাসন্তানদের ক্ষমতায়ন (Empowering Girls for a Bright Future)
B| Empowering Girls to Make them Independent / কন্যাসন্তানদের স্বাবলম্বী করার জন্য তাদের ক্ষমতায়ন (Empowering Girls to Make them Independent)
C| Empowering Girls for a Better Nation / একটি উন্নত জাতির জন্য কন্যাসন্তানদের ক্ষমতায়ন (Empowering Girls for a Better Nation)
D| Empowering Girls for a Better Future / একটি উন্নত ভবিষ্যতের জন্য কন্যাসন্তানদের ক্ষমতায়ন (Empowering Girls for a Better Future)
Shift| 05/02/2026 12:45 PM - 2:15 PM
Correct| A
Difficulty| 7.11
Topic| 
SubTopic| 
QuestionID| GACA-000880

QEN| Where was India’s first wooden Gurdwara, Sri Nanak Niwas, constructed in Punjab in July 2025?
QBN| জুলাই ২০২৫-এ পাঞ্জাবের কোথায় ভারতের প্রথম কাঠের তৈরি গুরুদ্বারা 'শ্রী নানক নিবাস' নির্মিত হয়েছিল?
Common| 
Image| 
A| Moga / মোগা (Moga)
B| Fazilka / ফাজিলকা (Fazilka)
C| Abohar / আবোহর (Abohar)
D| Khanna / খান্না (Khanna)
Shift| 02/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 8.28
Topic| 
SubTopic| 
QuestionID| GACA-000881

QEN| For Athletics in 2025, what is the age eligibility range for boys' and girls' selection trials at SAI Chennai?
QBN| ২০২৫ সালে অ্যাথলেটিক্সের জন্য এসএআই (SAI) চেন্নাইতে ছেলে এবং মেয়েদের বাছাই ট্রায়ালের জন্য বয়সের যোগ্যতার সীমা কত?
Common| 
Image| 
A| 11 to 19 years / ১১ থেকে ১৯ বছর
B| 10 to 16 years / ১০ থেকে ১৬ বছর
C| 12 to 18 years / ১২ থেকে ১৮ বছর
D| 14 to 20 years / ১৪ থেকে ২০ বছর
Shift| 08/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 8.03
Topic| 
SubTopic| 
QuestionID| GACA-000882

QEN| Which international day was observed for the first time on 12 April 2025, as declared by the United Nations?
QBN| জাতিসংঘ কর্তৃক ঘোষিত ১২ এপ্রিল ২০২৫ তারিখে প্রথমবার কোন আন্তর্জাতিক দিবসটি পালন করা হয়েছিল?
Common| 
Image| 
A| International Day for Dialogue Between Civilizations / সভ্যতার মধ্যে সংলাপের জন্য আন্তর্জাতিক দিবস (International Day for Dialogue Between Civilizations)
B| International Day of Plant Health / উদ্ভিদ স্বাস্থ্যের আন্তর্জাতিক দিবস (International Day of Plant Health)
C| International Day of Clean Energy / পরিচ্ছন্ন শক্তির আন্তর্জাতিক দিবস (International Day of Clean Energy)
D| International Day of Human Space Flight / মানব মহাকাশ উড্ডয়নের আন্তর্জাতিক দিবস (International Day of Human Space Flight)
Shift| 27/11/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 9.43
Topic| 
SubTopic| 
QuestionID| GACA-000883

QEN| In April 2025, the Securities and Exchange Board of India (SEBI) came out with the operational framework for PaRRVA. What is the purpose of PaRRVA?
QBN| এপ্রিল ২০২৫-এ সিকিউরিটিজ অ্যান্ড এক্সচেঞ্জ বোর্ড অফ ইন্ডিয়া (SEBI) পারভা (PaRRVA)-র জন্য পরিচালন কাঠামো নিয়ে আসে। PaRRVA-র উদ্দেশ্য কী?
Common| 
Image| 
A| Tax auditing of listed firms / তালিকাভুক্ত সংস্থাগুলির কর অডিট (Tax auditing of listed firms)
B| Approving mutual fund licences / মিউচুয়াল ফান্ড লাইসেন্স অনুমোদন করা (Approving mutual fund licences)
C| Verifying investment performance claims / বিনিয়োগের পারফরম্যান্সের দাবি যাচাই করা (Verifying investment performance claims)
D| Settling trading disputes / ট্রেডিং বিরোধের নিষ্পত্তি করা (Settling trading disputes)
Shift| 06/02/2026 9:00 AM - 10:30 AM
Correct| C
Difficulty| 5.45
Topic| 
SubTopic| 
QuestionID| GACA-000884

QEN| According to Centre for Legal Action and Behaviour Change (C-LAB's) June 2025 report, which Indian state reported the highest number of child labour rescues in 2024–25?
QBN| সেন্টার ফর লিগ্যাল অ্যাকশন অ্যান্ড বিহেভিয়ার চেঞ্জ (C-LAB)-এর জুন ২০২৫ রিপোর্ট অনুসারে, ২০২৪-২৫ সালে কোন ভারতীয় রাজ্যে সবচেয়ে বেশি সংখ্যক শিশুশ্রমিক উদ্ধারের ঘটনা ঘটেছে?
Common| 
Image| 
A| Rajasthan / রাজস্থান (Rajasthan)
B| Bihar / বিহার (Bihar)
C| Uttar Pradesh / উত্তরপ্রদেশ (Uttar Pradesh)
D| Telangana / তেলেঙ্গানা (Telangana)
Shift| 15/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 6.82
Topic| 
SubTopic| 
QuestionID| GACA-000885

QEN| In April 2025, under which campaign did the Reserve Bank of India launch its official WhatsApp channel to promote digital safety and literacy?
QBN| এপ্রিল ২০২৫-এ ডিজিটাল নিরাপত্তা ও সাক্ষরতা প্রচারের জন্য ভারতীয় রিজার্ভ ব্যাংক কোন অভিযানের অধীনে তার নিজস্ব অফিশিয়াল হোয়াটসঅ্যাপ চ্যানেল চালু করেছিল?
Common| 
Image| 
A| RBI Kehta Hai / আর.বি.আই. কহতা হ্যায় (RBI Kehta Hai)
B| RBI Secure / আর.বি.আই. সিকিউর (RBI Secure)
C| RBI Cares / আর.বি.আই. কেয়ার্স (RBI Cares)
D| RBI for All / আর.বি.আই. ফর অল (RBI for All)
Shift| 09/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 6.53
Topic| 
SubTopic| 
QuestionID| GACA-000886

QEN| Inaugurated in September 2025, the Monopropellant Thruster Test Facility (MPTTF) primarily supports testing activities related to which broad technological domain?
QBN| সেপ্টেম্বর ২০২৫-এ উদযাপিত মনোপ্রোপেল্যান্ট থ্রাস্টার টেস্ট ফেসিলিটি (MPTTF) মূলত কোন বিস্তৃত প্রযুক্তিগত ক্ষেত্রের সাথে সম্পর্কিত পরীক্ষা কার্যক্রমে সহায়তা করে?
Common| 
Image| 
A| Space propulsion systems / মহাকাশ প্রপালশন ব্যবস্থা (Space propulsion systems)
B| Nuclear propulsion / পারমাণবিক প্রপালশন (Nuclear propulsion)
C| Satellite navigation / উপগ্রহ নেভিগেশন (Satellite navigation)
D| Hypersonic flight / হাইপারসনিক উড্ডয়ন (Hypersonic flight)
Shift| 10/02/2026 9:00 AM - 10:30 AM
Correct| A
Difficulty| 8.88
Topic| 
SubTopic| 
QuestionID| GACA-000887

QEN| The ICCON‑2025 MEE report covered how many national parks and sanctuaries?
QBN| আইসিসিওএন-২০২৫ (ICCON-2025) এমইই (MEE) রিপোর্টে কতগুলি জাতীয় উদ্যান এবং অভয়ারণ্য অন্তর্ভুক্ত ছিল?
Common| 
Image| 
A| 250 / ২৫০টি
B| 500 / ৫০০টি
C| 100 / ১০০টি
D| 438 / ৪৩৮টি
Shift| 19/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 6.13
Topic| 
SubTopic| 
QuestionID| GACA-000888

QEN| In July 2025, which of the following states of India launched the Smart Mosquito Surveillance System ("SMoSS"), to track and control mosquito populations more efficiently and safely?
QBN| জুলাই ২০২৫-এ, ভারতের নিচের কোন রাজ্য মশার সংখ্যা আরও দক্ষতার সাথে এবং নিরাপদে ট্র্যাক ও নিয়ন্ত্রণ করার জন্য স্মার্ট মশা পর্যবেক্ষণ ব্যবস্থা ("SMoSS") চালু করেছে?
Common| 
Image| 
A| Andhra Pradesh / অন্ধ্রপ্রদেশ (Andhra Pradesh)
B| Gujarat / গুজরাট (Gujarat)
C| Jharkhand / ঝাড়খণ্ড (Jharkhand)
D| Punjab / পাঞ্জাব (Punjab)
Shift| 28/11/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 5.86
Topic| 
SubTopic| 
QuestionID| GACA-000889

QEN| Which national team secured its first-ever title at the 2025 IIHF Women’s Asia Cup held in Al‑Ain, UAE?
QBN| সংযুক্ত আরব আমিরাতের আল-আইন-এ অনুষ্ঠিত ২০২৫ আইআইএইচএফ (IIHF) উইমেনস এশিয়া কাপে কোন জাতীয় দল তার প্রথম শিরোপা অর্জন করেছে?
Common| 
Image| 
A| Philippines / ফিলিপাইন (Philippines)
B| China / চীন (China)
C| Japan / জাপান (Japan)
D| Iran / ইরান (Iran)
Shift| 05/02/2026 4:30 PM - 6:00 PM
Correct| A
Difficulty| 7.02
Topic| 
SubTopic| 
QuestionID| GACA-000890

QEN| Who among the following headed the three-member committee formed in August 2025 to assess the Dharali disaster damage in Uttarakhand?
QBN| ২০২৫ সালে উত্তরাখণ্ডে ধরালী দুর্যোগের ক্ষয়ক্ষতি মূল্যায়নের জন্য গঠিত তিন সদস্যের কমিটির প্রধান ছিলেন নিচের কে?
Common| 
Image| 
A| Uttarakhand Revenue Secretary, Surendra Pandey / উত্তরাখণ্ডের রাজস্ব সচিব, সুরেন্দ্র পান্ডে (Uttarakhand Revenue Secretary, Surendra Pandey)
B| Home Minister of India, Amit Shah / ভারতের স্বরাষ্ট্রমন্ত্রী, অমিত শাহ (Home Minister of India, Amit Shah)
C| Uttarakhand Chief Minister, Pushkar Singh Dhami / উত্তরাখণ্ডের মুখ্যমন্ত্রী, পুষ্কর সিং ধামী (Uttarakhand Chief Minister, Pushkar Singh Dhami)
D| CEO of Indian Civil Aviation Authority / ভারতীয় বেসামরিক বিমান চলাচল কর্তৃপক্ষের সিইও (CEO of Indian Civil Aviation Authority)
Shift| 21/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 6.90
Topic| 
SubTopic| 
QuestionID| GACA-000891

QEN| In 2025, which state in India is concerned about the invasive species Ruellia Elegans?
QBN| ২০২৫ সালে, ভারতের কোন রাজ্য আক্রমণাত্মক প্রজাতি রুয়েলিয়া এলিগানস (Ruellia Elegans) নিয়ে উদ্বিগ্ন?
Common| 
Image| 
A| Assam / আসাম (Assam)
B| Chhattisgarh / ছত্তিশগড় (Chhattisgarh)
C| Kerala / কেরালা (Kerala)
D| Bihar / বিহার (Bihar)
Shift| 22/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 6.26
Topic| 
SubTopic| 
QuestionID| GACA-000892

QEN| ‘Sanghatil Manavi Vyavasthapan’ offering RSS insights, was authored by which politician published in May 2025?
QBN| আর.এস.এস. (RSS)-এর অন্তর্দৃষ্টি প্রদানকারী 'সংঘাতিল মানবী ব্যবস্থাপান' (Sanghatil Manavi Vyavasthapan) বইটি মে ২০২৫ সালে প্রকাশিত হয়, যা কোন রাজনীতিকের দ্বারা রচিত?
Common| 
Image| 
A| Amit Shah / অমিত শাহ (Amit Shah)
B| Shashi Tharoor / শশী থারুর (Shashi Tharoor)
C| Nitin Gadkari / নিতিন গড়করী (Nitin Gadkari)
D| Yogi Adityanath / যোগী আদিত্যনাথ (Yogi Adityanath)
Shift| 29/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 6.13
Topic| 
SubTopic| 
QuestionID| GACA-000893

QEN| How long was the planned duration of the Ax‑4 mission aboard the ISS?
QBN| আই.এস.এস. (ISS) জাহাজে এক্স-৪ (Ax-4) মিশনের পরিকল্পিত সময়কাল কত ছিল?
Common| 
Image| 
A| 14–21 days / ১৪–২১ দিন
B| 64–71 days / ৬৪–৭১ দিন
C| 44–51 days / ৪৪–৫১ দিন
D| 24–31 days / ২৪–৩১ দিন
Shift| 10/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 9.16
Topic| 
SubTopic| 
QuestionID| GACA-000894

QEN| Which of the following indicators is included in the GoIStats app developed by the government of India in 2025?
QBN| ২০২৫ সালে ভারত সরকার দ্বারা তৈরি গোআইস্ট্যাটস (GoIStats) অ্যাপে নিচের কোন সূচকটি অন্তর্ভুক্ত করা হয়েছে?
Common| 
Image| 
A| Space Mission Launches and Satellite Deployment Data / মহাকাশ মিশন উৎক্ষেপণ এবং স্যাটেলাইট মোতায়েন ডাটা (Space Mission Launches and Satellite Deployment Data)
B| National Accounts Statistics and Consumer Price Index / জাতীয় অ্যাকাউন্ট পরিসংখ্যান এবং কনজিউমার প্রাইস ইনডেক্স (National Accounts Statistics and Consumer Price Index)
C| International Film Awards and Music Industry Data / আন্তর্জাতিক চলচ্চিত্র পুরস্কার এবং সঙ্গীত শিল্প ডাটা (International Film Awards and Music Industry Data)
D| Global Sports Rankings and Olympic Medal Tally / গ্লোবাল স্পোর্টস র‍্যাঙ্কিং এবং অলিম্পিক মেডেল তালিকা (Global Sports Rankings and Olympic Medal Tally)
Shift| 03/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 7.00
Topic| 
SubTopic| 
QuestionID| GACA-000895

QEN| Which among the following organisations released the Supervisory Data Quality Index (sDQI) report in March 2025?
QBN| মার্চ ২০২৫-এ নিচের কোন সংস্থা সুপারভাইজরি ডাটা কোয়ালিটি ইনডেক্স (sDQI) রিপোর্ট প্রকাশ করেছে?
Common| 
Image| 
A| Reserve Bank of India (RBI) / ভারতীয় রিজার্ভ ব্যাংক (Reserve Bank of India - RBI)
B| State Bank of India (SBI) / স্টেট ব্যাংক অফ ইন্ডিয়া (State Bank of India - SBI)
C| National Payments Corporation of India (NPCI) / ন্যাশনাল পেমেন্টস কর্পোরেশন অফ ইন্ডিয়া (National Payments Corporation of India - NPCI)
D| Securities and Exchange Board of India (SEBI) / সিকিউরিটিজ অ্যান্ড এক্সচেঞ্জ বোর্ড অফ ইন্ডিয়া (Securities and Exchange Board of India - SEBI)
Shift| 10/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 8.88
Topic| 
SubTopic| 
QuestionID| GACA-000896

QEN| The Indian hockey legend PR Sreejesh was recognized with what specific prestigious honour by President Droupadi Murmu on 28 April 2025, at Rashtrapati Bhavan?
QBN| ভারতীয় হকি কিংবদন্তি পি আর শ্রীজেশকে ২৮ এপ্রিল ২০২৫ তারিখে রাষ্ট্রপতি ভবনে রাষ্ট্রপতি দ্রৌপদী মুর্মু কোন নির্দিষ্ট মর্যাদাপূর্ণ সম্মানে ভূষিত করেছিলেন?
Common| 
Image| 
A| Padma Bhushan / পদ্মভূষণ (Padma Bhushan)
B| Padma Shri / পদ্মশ্রী (Padma Shri)
C| Arjuna Award / অর্জুন পুরস্কার (Arjuna Award)
D| Padma Vibhushan / পদ্মবিভূষণ (Padma Vibhushan)
Shift| 05/02/2026 4:30 PM - 6:00 PM
Correct| A
Difficulty| 7.48
Topic| 
SubTopic| 
QuestionID| GACA-000897

QEN| According to the data compiled by the Tea Board of India and reported in March 2025, which country did India surpass to become the second-largest tea exporter in 2024?
QBN| টি বোর্ড অফ ইন্ডিয়ার সংকলিত এবং মার্চ ২০২৫-এ প্রকাশিত তথ্য অনুসারে, ২০২৪ সালে ভারত কোন দেশকে অতিক্রম করে দ্বিতীয় বৃহত্তম চা রপ্তানিকারক দেশে পরিণত হয়েছে?
Common| 
Image| 
A| China / চীন (China)
B| Kenya / কেনিয়া (Kenya)
C| Sri Lanka / শ্রীলঙ্কা (Sri Lanka)
D| Vietnam / ভিয়েতনাম (Vietnam)
Shift| 09/01/2026 9:00 AM - 10:30 AM
Correct| C
Difficulty| 5.24
Topic| 
SubTopic| 
QuestionID| GACA-000898

QEN| What poverty rate did the State Bank of India project for India in 2024, as reported in June 2025?
QBN| জুন ২০২৫-এ প্রকাশিত রিপোর্ট অনুসারে, স্টেট ব্যাংক অফ ইন্ডিয়া ২০২৪ সালে ভারতের জন্য কত দারিদ্র্যের হার অনুমান করেছিল?
Common| 
Image| 
A| 1.6% / ১.৬%
B| 4.6% / ৪.৬%
C| 2.6% / ২.৬%
D| 3.6% / ৩.৬%
Shift| 17/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 9.50
Topic| 
SubTopic| 
QuestionID| GACA-000899

