Exam| RRB GROUP-D CBT-I
D| Bayern Munich / বায়ার্ন মিউনিখ (Bayern Munich)
Shift| 28/11/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 8.64
Topic| 
SubTopic| 
QuestionID| GACA-001169

QEN| Which filmmaker returned to the Cannes Film Festival 2025 as a main jury member after winning the Grand Prix in 2024?
QBN| ২০২৪ সালে গ্র্যান্ড প্রিক্স জেতার পর ২০২৫ সালের কান চলচ্চিত্র উৎসবে মূল জুরি সদস্য হিসেবে কোন চলচ্চিত্র নির্মাতা ফিরে এসেছিলেন?
Common| 
Image| 
A| Payal Kapadia / পায়েল কাপাডিয়া (Payal Kapadia)
B| Vikramaditya Motwane / বিক্রমাদিত্য মোতওয়ানে (Vikramaditya Motwane)
C| Neeraj Ghaywan / নীরজ ঘেওয়ান (Neeraj Ghaywan)
D| Anuradha Roy / অনুরাধা রায় (Anuradha Roy)
Shift| 10/12/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 8.57
Topic| 
SubTopic| 
QuestionID| GACA-001170

QEN| According to the India Meteorological Department (IMD), in October 2025, severe cyclonic storm "Montha" crossed the Andhra Pradesh coast between which two locations?
QBN| ভারতীয় আবহাওয়া বিভাগ (IMD) অনুসারে অক্টোবর ২০২৫-এ তীব্র ঘূর্ণিঝড় "মোন্থা" অন্ধ্র প্রদেশ উপকূলের কোন দুটি স্থানের মধ্যবর্তী স্থানে অতিক্রম করেছিল?
Common| 
Image| 
A| Visakhapatnam and Gopalpur / বিশাখাপত্তনম এবং গোপালপুর (Visakhapatnam and Gopalpur)
B| Paradip and Digha / পারাদীপ এবং দিঘা (Paradip and Digha)
C| Machilipatnam and Kalingapatnam / মসুলিপত্তনম এবং কলিঙ্গপত্তনম (Machilipatnam and Kalingapatnam)
D| Chennai and Puducherry / চেন্নাই এবং পুদুচেরি (Chennai and Puducherry)
Shift| 23/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 5.64
Topic| 
SubTopic| 
QuestionID| GACA-001171

QEN| According to Tamil Nadu’s transgender policy (2025), what significant right is explicitly assured?
QBN| তামিলনাড়ুর ট্রান্সজেন্ডার নীতি (২০২৫) অনুসারে কোন গুরুত্বপূর্ণ অধিকারটি স্পষ্টভাবে নিশ্চিত করা হয়েছে?
Common| 
Image| 
A| Compulsory housing allotments for transgender households / রূপান্তরিত পরিবারের জন্য বাধ্যতামূলক আবাসন বরাদ্দ
B| Horizontal reservation in government jobs / সরকারি চাকরিতে অনুভূমিক সংরক্ষণ
C| Exclusive pension scheme for all transgender persons / সকল রূপান্তরকামী ব্যক্তির জন্য একচেটিয়া পেনশন প্রকল্প
D| Inheritance rights and access to education and employment / উত্তরাধিকার অধিকার এবং শিক্ষা ও কর্মসংস্থানের সুযোগ (Inheritance rights and access to education and employment)
Shift| 09/01/2026 12:45 PM - 2:15 PM
Correct| D
Difficulty| 5.81
Topic| 
SubTopic| 
QuestionID| GACA-001172

QEN| Which of the following banks launched a TAB-based digital onboarding process for Non-Resident Indians (NRIs) in January 2025?
QBN| জানুয়ারি ২০২৫-এ কোন ব্যাংক অনাবাসী ভারতীয়দের (NRIs) জন্য একটি ট্যাব-ভিত্তিক ডিজিটাল অনবোর্ডিং প্রক্রিয়া চালু করেছে?
Common| 
Image| 
A| State Bank of India / স্টেট ব্যাংক অফ ইন্ডিয়া (State Bank of India)
B| HDFC Bank / এইচ.ডি.এফ.সি. ব্যাংক (HDFC Bank)
C| Punjab National Bank / পাঞ্জাব ন্যাশনাল ব্যাংক (Punjab National Bank)
D| ICICI Bank / আই.সি.আই.সি.আই. ব্যাংক (ICICI Bank)
Shift| 10/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 8.57
Topic| 
SubTopic| 
QuestionID| GACA-001173

QEN| In which country did the Indian Army participate in the multinational peacekeeping Exercise Khaan Quest 2025 held in June 2025?
QBN| জুন ২০২৫-এ অনুষ্ঠিত বহুজাতিক শান্তিরক্ষা মহড়া 'খান কোয়েস্ট ২০২৫' (Exercise Khaan Quest 2025)-এ ভারতীয় সেনা কোন দেশে অংশগ্রহণ করেছিল?
Common| 
Image| 
A| Turkmenistan / তুর্কমেনিস্তান (Turkmenistan)
B| Belarus / বেলারুশ (Belarus)
C| Mongolia / মঙ্গোলিয়া (Mongolia)
D| South Africa / দক্ষিণ আফ্রিকা (South Africa)
Shift| 10/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 8.32
Topic| 
SubTopic| 
QuestionID| GACA-001174

QEN| Which of the following states activated a 24×7 flood-control room after rivers Subarnarekha, Budhabalanga and Jalaka swelled in June 2025?
QBN| জুন ২০২৫-এ সুবর্ণরেখা, বুড়াবালাম ও জলকা নদীর জল বৃদ্ধির পর কোন রাজ্য একটি ২৪x৭ বন্যা নিয়ন্ত্রণ কক্ষ সক্রিয় করেছিল?
Common| 
Image| 
A| Bihar / বিহার (Bihar)
B| Odisha / ওড়িশা (Odisha)
C| Assam / আসাম (Assam)
D| West Bengal / পশ্চিমবঙ্গ (West Bengal)
Shift| 10/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 9.02
Topic| 
SubTopic| 
QuestionID| GACA-001175

QEN| Which of the following is the main benefit of the Facial Recognition System (FRS) highlighted during the agenda of the August 2025 Parliamentary Consultative Committee meeting on Mission Saksham Anganwadi and Poshan 2.0?
QBN| মিশন সক্ষম অঙ্গনওয়াড়ি এবং পোষণ ২.০ সম্পর্কিত আগস্ট ২০২৫-এর সংসদীয় উপদেষ্টা কমিটির বৈঠকে আলোচিত ফেসিয়াল রিকগনিশন সিস্টেম (FRS)-এর মূল সুবিধা কোনটি?
Common| 
Image| 
A| Expanding nutritional coverage to private school children / বেসরকারি স্কুলের শিশুদের পুষ্টির আওতা সম্প্রসারণ
B| Monitoring attendance of Anganwadi staff in real time / রিয়েল টাইমে অঙ্গনওয়াড়ি কর্মীদের উপস্থিতি পর্যবেক্ষণ করা
C| Ensuring benefits reach only genuine beneficiaries / শুধুমাত্র প্রকৃত সুবিধাভোগীদের কাছে সুবিধা পৌঁছানো নিশ্চিত করা
D| Providing digital tablets to all Anganwadi workers / সমস্ত অঙ্গনওয়াড়ি কর্মীদের ডিজিটাল ট্যাবলেট সরবরাহ করা
Shift| 11/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 7.01
Topic| 
SubTopic| 
QuestionID| GACA-001176

QEN| For which novel did David Szalay receive the Booker Prize in 2025?
QBN| কোন উপন্যাসের জন্য ডেভিড সজালে (David Szalay) ২০২৫ সালে বুকার পুরস্কার পেয়েছিলেন?
Common| 
Image| 
A| Flesh / ফ্লেশ (Flesh)
B| Last Empire / লাস্ট এম্পায়ার (Last Empire)
C| The Sea of Trees / দ্য সি অফ ট্রিস (The Sea of Trees)
D| Heart Lamp / হার্ট ল্যাম্প (Heart Lamp)
Shift| 23/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 9.00
Topic| 
SubTopic| 
QuestionID| GACA-001177

QEN| What is the name of the vessel in which two women officers from the Indian Navy have completed a landmark circumnavigation voyage under the Navika Sagar Parikrama II mission in May 2025?
QBN| যে জাহাজে চড়ে ভারতীয় নৌবাহিনীর দুই মহিলা কর্মকর্তা মে ২০২৫-এ 'নাবিকা সাগর পরিক্রমা ২' মিশনের অধীনে পৃথিবী প্রদক্ষিণ সম্পন্ন করেছেন তার নাম কী?
Common| 
Image| 
A| INS Indira / আই.এন.এস. ইন্দিরা (INS Indira)
B| INS Sarojini / আই.এন.এস. সরোজিনী (INS Sarojini)
C| INS Bhagmati / আই.এন.এস. ভাগমতী (INS Bhagmati)
D| INS Tarini / আই.এন.এস. তারিনী (INS Tarini)
Shift| 09/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 5.64
Topic| 
SubTopic| 
QuestionID| GACA-001178

QEN| Which summit involving regional leaders from East and Southeast Asia was held in Kuala Lumpur, Malaysia, on 26–27 May 2025?
QBN| পূর্ব ও দক্ষিণ-পূর্ব এশিয়ার আঞ্চলিক নেতাদের অংশগ্রহণে ২৬-২৭ মে ২০২৫ তারিখে মালয়েশিয়ার কুয়ালালামপুরে কোন শীর্ষ সম্মেলন অনুষ্ঠিত হয়েছিল?
Common| 
Image| 
A| ASEAN-China Summit / আসিয়ান-চীন শীর্ষ সম্মেলন (ASEAN-China Summit)
B| East Asia Summit / পূর্ব এশিয়া শীর্ষ সম্মেলন (East Asia Summit)
C| Indo-Pacific Strategic Forum / ভারত-প্রশান্ত মহাসাগরীয় কৌশলগত ফোরাম (Indo-Pacific Strategic Forum)
D| Asia-Pacific Economic Cooperation Summit / এশিয়া-প্যাসিফিক ইকোনমিক কোঅপারেশন সামিট (Asia-Pacific Economic Cooperation Summit)
Shift| 02/02/2026 4:30 PM - 6:00 PM
Correct| B
Difficulty| 9.31
Topic| 
SubTopic| 
QuestionID| GACA-001179

QEN| Where was the first edition of the ‘Rising North East’ Investors Summit, 2025, held?
QBN| 'রাইজিং নর্থ ইস্ট' ইনভেস্টরস সামিট ২০২৫-এর প্রথম সংস্করণ কোথায় অনুষ্ঠিত হয়েছিল?
Common| 
Image| 
A| Kolkata / কলকাতা (Kolkata)
B| Guwahati / গুয়াহাটি (Guwahati)
C| Mumbai / মুম্বাই (Mumbai)
D| New Delhi / নতুন দিল্লি (New Delhi)
Shift| 30/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 8.98
Topic| 
SubTopic| 
QuestionID| GACA-001180

QEN| Which of the following insurance companies launched the ‘SheTARA’ health campaign on International Women’s Day, 2025?
QBN| আন্তর্জাতিক নারী দিবস ২০২৫-এ কোন বীমা কোম্পানি 'শীতারা' (SheTARA) স্বাস্থ্য প্রচারাভিযান চালু করেছিল?
Common| 
Image| 
A| ICICI Lombard General Insurance / আই.সি.আই.সি.আই. লম্বার্ড জেনারেল ইন্স্যুরেন্স (ICICI Lombard General Insurance)
B| HDFC ERGO General Insurance / এইচ.ডি.এফ.সি. এরগো জেনারেল ইন্স্যুরেন্স (HDFC ERGO General Insurance)
C| Star Health and Allied Insurance / স্টার হেলথ অ্যান্ড অ্যালাইড ইন্স্যুরেন্স (Star Health and Allied Insurance)
D| United India Insurance Company / ইউনাইটেড ইন্ডিয়া ইন্স্যুরেন্স কোম্পানি (United India Insurance Company)
Shift| 05/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 6.53
Topic| 
SubTopic| 
QuestionID| GACA-001181

QEN| Which of the following countries hosted the 2025 FIFA U-17 World Cup under the new 48-team format?
QBN| নতুন ৪৮-দলের ফরম্যাটের অধীনে কোন দেশ ২০২৫ ফিফা অনূর্ধ্ব-১৭ বিশ্বকাপ আয়োজন করেছে?
Common| 
Image| 
A| Russia / রাশিয়া (Russia)
B| India / ভারত (India)
C| Brazil / ব্রাজিল (Brazil)
D| Qatar / কাতার (Qatar)
Shift| 09/02/2026 4:30 PM - 6:00 PM
Correct| D
Difficulty| 5.31
Topic| 
SubTopic| 
QuestionID| GACA-001182

QEN| In July 2025, the Union Environment Ministry notified the Environment Protection Rules, 2025, for which sites?
QBN| জুলাই ২০২৫-এ কেন্দ্রীয় পরিবেশ মন্ত্রক কোন ধরণের সাইটের জন্য পরিবেশ সুরক্ষা বিধিমালা ২০২৫ জারি করেছে?
Common| 
Image| 
A| Chemically Contaminated Sites / রাসায়নিকভাবে দূষিত স্থান (Chemically Contaminated Sites)
B| Hilltop Sites / পাহাড়ি স্থান (Hilltop Sites)
C| Tourist Sites / পর্যটন স্থান (Tourist Sites)
D| Crowded Sites / জনাকীর্ণ স্থান (Crowded Sites)
Shift| 04/02/2026 12:45 PM - 2:15 PM
Correct| A
Difficulty| 7.47
Topic| 
SubTopic| 
QuestionID| GACA-001183

QEN| Which of the following two countries hosted the Second G20 Anti-Corruption Working Group in June 2025?
QBN| কোন দুটি দেশ জুন ২০২৫-এ দ্বিতীয় জি২০ অ্যান্টি-করাপশন ওয়ার্কিং গ্রুপ আয়োজন করেছিল?
Common| 
Image| 
A| India and South Africa / ভারত এবং দক্ষিণ আফ্রিকা (India and South Africa)
B| South Africa and Germany / দক্ষিণ আফ্রিকা এবং জার্মানি (South Africa and Germany)
C| Indonesia and Brazil / ইন্দোনেশিয়া এবং ব্রাজিল (Indonesia and Brazil)
D| Brazil and South Africa / ব্রাজিল এবং দক্ষিণ আফ্রিকা (Brazil and South Africa)
Shift| 16/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 8.10
Topic| 
SubTopic| 
QuestionID| GACA-001184

QEN| Which country was ranked highest for gender equality in the Global Gender Gap Report, 2025, released by the World Economic Forum in May 2025?
QBN| মে ২০২৫-এ ওয়ার্ল্ড ইকোনমিক ফোরাম দ্বারা প্রকাশিত গ্লোবাল জেন্ডার গ্যাপ রিপোর্ট ২০২৫-এ লিঙ্গ সমতার ক্ষেত্রে কোন দেশ সর্বোচ্চ স্থান অধিকার করেছে?
Common| 
Image| 
A| Germany / জার্মানি (Germany)
B| Norway / নরওয়ে (Norway)
C| Iceland / আইসল্যান্ড (Iceland)
D| Sweden / সুইডেন (Sweden)
Shift| 01/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 6.58
Topic| 
SubTopic| 
QuestionID| GACA-001185

QEN| The Sachet App, promoted in April 2025, was launched by _______________.
QBN| এপ্রিল ২০২৫-এ প্রচারিত সচেতনতামূলক 'সচেত অ্যাপ' (Sachet App) কার দ্বারা চালু হয়েছিল?
Common| 
Image| 
A| Indian Meteorological Department / ভারতীয় আবহাওয়া বিভাগ (Indian Meteorological Department)
B| Ministry of Electronics and Information Technology / ইলেকট্রনিক্স এবং তথ্য প্রযুক্তি মন্ত্রক (Ministry of Electronics and Information Technology)
C| National Institution for Transforming India (NITI) Aayog / নীতি আয়োগ (N.I.T.I. Aayog)
D| National Disaster Management Authority / জাতীয় দুর্যোগ ব্যবস্থাপনা কর্তৃপক্ষ (National Disaster Management Authority)
Shift| 09/01/2026 4:30 PM - 6:00 PM
Correct| D
Difficulty| 5.27
Topic| 
SubTopic| 
QuestionID| GACA-001186

QEN| Which of the following states launched Artificial Intelligence powered cybercrime protection for women and children in June 2025?
QBN| নিচের কোন রাজ্য জুন ২০২৫-এ নারী ও শিশুদের সুরক্ষার জন্য কৃত্রিম বুদ্ধিমত্তা-চালিত সাইবার অপরাধ প্রতিরোধ ব্যবস্থা চালু করেছে?
Common| 
Image| 
A| Odisha / ওড়িশা (Odisha)
B| Maharashtra / মহারাষ্ট্র (Maharashtra)
C| Gujarat / গুজরাট (Gujarat)
D| Kerala / কেরালা (Kerala)
Shift| 09/01/2026 9:00 AM - 10:30 AM
Correct| D
Difficulty| 6.26
Topic| 
SubTopic| 
QuestionID| GACA-001187

QEN| In which event did Suruchi Singh win a gold medal at the ISSF World Cup, 2025, in Munich?
QBN| মিউনিখে অনুষ্ঠিত আইএসএসএফ ওয়ার্ল্ড কাপ ২০২৫-এ সুরুচি সিং কোন ইভেন্টে স্বর্ণপদক জিতেছিলেন?
Common| 
Image| 
A| Women’s trap shooting / মহিলাদের ট্র্যাপ শুটিং (Women’s trap shooting)
B| Women’s 10m air pistol / মহিলাদের ১০ মিটার এয়ার পিস্তল (Women’s 10m air pistol)
C| Women’s 50m rifle / মহিলাদের ৫০ মিটার রাইফেল (Women’s 50m rifle)
D| Women’s 25m pistol / মহিলাদের ২৫ মিটার পিস্তল (Women’s 25m pistol)
Shift| 29/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 8.71
Topic| 
SubTopic| 
QuestionID| GACA-001188

QEN| India set a new Guinness World Record in 2025 for the largest human formation of which of the following symbols?
QBN| ভারত ২০২৫ সালে নিচের কোন প্রতীকের বৃহত্তম মানব কাঠামোর জন্য একটি নতুন গিনেস ওয়ার্ল্ড রেকর্ড গড়েছে?
Common| 
Image| 
A| Ashoka Chakra / অশোক চক্র (Ashoka Chakra)
B| Heart shape / হৃদয়ের আকৃতি (Heart shape)
C| Olympic rings / অলিম্পিক রিং (Olympic rings)
D| Peace symbol / শান্তির প্রতীক (Peace symbol)
Shift| 27/11/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 5.42
Topic| 
SubTopic| 
QuestionID| GACA-001189

QEN| Who was the first Paralympic gold medalist to receive the Arjuna Award 2025 (Lifetime)?
QBN| প্রথম প্যারালিম্পিক স্বর্ণপদক বিজয়ী হিসেবে কে অর্জুন পুরস্কার ২০২৫ (আজীবন সম্মাননা) পেয়েছেন?
Common| 
Image| 
A| Murlikant Petkar / মুরলিকান্ত পেটকার (Murlikant Petkar)
B| Devendra Jhajharia / দেবেন্দ্র ঝাঝরিয়া (Devendra Jhajharia)
C| Varun Bhati / বরুণ ভাটি (Varun Bhati)
D| Deepa Malik / দীপা মালিক (Deepa Malik)
Shift| 27/11/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 9.22
Topic| 
SubTopic| 
QuestionID| GACA-001190

QEN| Which of the following banks was fined ₹29.6 lakh by the Reserve Bank of India (RBI) for violating regulations in June 2025?
QBN| জুন ২০২৫-এ বিধি লঙ্ঘনের জন্য ভারতীয় রিজার্ভ ব্যাংক (RBI) কোন ব্যাংকটিকে ₹২৯.৬ লাখ জরিমানা করেছে?
Common| 
Image| 
A| HDFC Bank / এইচ.ডি.এফ.সি. ব্যাংক (HDFC Bank)
B| Fino Payments Bank / ফিনো পেমেন্টস ব্যাংক (Fino Payments Bank)
C| Canara Bank / কানারা ব্যাংক (Canara Bank)
D| City Union Bank / সিটি ইউনিয়ন ব্যাংক (City Union Bank)
Shift| 03/02/2026 9:00 AM - 10:30 AM
Correct| B
Difficulty| 6.13
Topic| 
SubTopic| 
QuestionID| GACA-001191

QEN| In June 2025, the Department of Financial Services (DFS), Ministry of Finance, convened a high-level meeting co-chaired by M Nagaraju, Secretary, Department of Financial Services and T Rabi Sankar, Deputy Governor, RBI at New Delhi, on scaling up ULI. What is the full form of ULI?
QBN| জুন ২০২৫-এ অর্থ মন্ত্রকের আর্থিক পরিষেবা বিভাগ ইউএলআই (ULI) সম্প্রসারণের বিষয়ে একটি উচ্চ-স্তরের বৈঠক ডেকেছিল। ইউএলআই (ULI)-এর পূর্ণরূপ কী?
Common| 
Image| 
A| Universal Loan Identifier / ইউনিভার্সাল লোন আইডেন্টিফায়ার (Universal Loan Identifier)
B| Unified Lending Interface / ইউনিফাইড লেন্ডিং ইন্টারফেস (Unified Lending Interface)
C| Urban Lending Interface / আরবান লেন্ডিং ইন্টারফেস (Urban Lending Interface)
D| Unique Lending Index / ইউনিক লেন্ডিং ইনডেক্স (Unique Lending Index)
Shift| 01/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 5.93
Topic| 
SubTopic| 
QuestionID| GACA-001192

QEN| Who is the author of 'Lords of Earth and Sea: A History of the Chola Empire', published in 2025?
QBN| ২০২৫ সালে প্রকাশিত 'লর্ডস অফ আর্থ অ্যান্ড সি: আ হিস্ট্রি অফ দ্য চোল এম্পায়ার' বইটির লেখক কে?
Common| 
Image| 
A| Shashi Tharoor / শশী থারুর (Shashi Tharoor)
B| RK Narayan / আর কে নারায়ণ (RK Narayan)
C| KK Aziz / কে কে আজিজ (KK Aziz)
D| Anirudh Kanisetti / অনিরুদ্ধ কানিসেট্টি (Anirudh Kanisetti)
Shift| 19/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 5.51
Topic| 
SubTopic| 
QuestionID| GACA-001193

QEN| During WAVES 2025, Odisha CM mentioned India’s indigenous sports gaining global recognition. Which summit was this statement made at?
QBN| ওয়েভস ২০২৫ (WAVES 2025) চলাকালীন ওড়িশার মুখ্যমন্ত্রী ভারতের আদিবাসী খেলাধুলার বৈশ্বিক স্বীকৃতির কথা উল্লেখ করেন। কোন শীর্ষ সম্মেলনে এই বক্তব্য দেওয়া হয়েছিল?
Common| 
Image| 
A| World Audio Visual and Entertainment Summit / ওয়ার্ল্ড অডিও ভিজ্যুয়াল অ্যান্ড এন্টারটেইনমেন্ট সামিট (World Audio Visual and Entertainment Summit)
B| Global Sports Expo India / গ্লোবাল স্পোর্টস এক্সপো ইন্ডিয়া (Global Sports Expo India)
C| Bharat Sports Conclave / ভারত স্পোর্টস কনক্লেভ (Bharat Sports Conclave)
D| Khelo India Youth Games / খেলো ইন্ডিয়া যুব গেমস (Khelo India Youth Games)
Shift| 28/11/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 9.41
Topic| 
SubTopic| 
QuestionID| GACA-001194

QEN| In October 2024, which of the following state governments launched India’s first integrated state-level Cyber Command and Control Centre to serve as a comprehensive hub for handling grievances through multiple channels, including a helpline, web portal and mobile app?
QBN| অক্টোবর ২০২৪-এ কোন রাজ্য সরকার হেল্পলাইন, ওয়েব পোর্টাল এবং মোবাইল অ্যাপের মাধ্যমে অভিযোগ নিষ্পত্তির জন্য ভারতের প্রথম রাজ্য-স্তরের সাইবার কমান্ড অ্যান্ড কন্ট্রোল সেন্টার চালু করেছিল?
Common| 
Image| 
A| Kerala / কেরালা (Kerala)
B| Chhattisgarh / ছত্তিশগড় (Chhattisgarh)
C| Haryana / হরিয়ানা (Haryana)
D| Maharashtra / মহারাষ্ট্র (Maharashtra)
Shift| 02/02/2026 9:00 AM - 10:30 AM
Correct| A
Difficulty| 9.06
Topic| 
SubTopic| 
QuestionID| GACA-001195

QEN| Which gymnast was named Sportswoman of the Year for the fourth time at the Laureus Awards?
QBN| কোন জিমন্যাস্ট লরিয়াস অ্যাওয়ার্ডসে চতুর্থবারের মতো স্পোর্টসওম্যান অফ দ্য ইয়ার মনোনীত হয়েছেন?
Common| 
Image| 
A| Sifan Hassan / সিফান হাসান (Sifan Hassan)
B| Rebeca Andrade / রেবেকা আন্দ্রেদে (Rebeca Andrade)
C| Simone Biles / সিমোন বাইলস (Simone Biles)
D| Faith Kipyegon / ফেইথ কিপিয়েগন (Faith Kipyegon)
Shift| 12/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 6.44
Topic| 
SubTopic| 
QuestionID| GACA-001196

QEN| In June 2025, West Bengal planned to make 800 km green wall along which of the following states, intercepting pollutants entering the State?
QBN| জুন ২০২৫-এ রাজ্যে প্রবেশকারী দূষক রোধ করতে পশ্চিমবঙ্গ কোন রাজ্যের সাথে ৮০০ কিলোমিটার সবুজ প্রাচীর তৈরির পরিকল্পনা করেছে?
Common| 
Image| 
A| Chhattisgarh / ছত্তিশগড় (Chhattisgarh)
B| Assam / আসাম (Assam)
C| Jharkhand / ঝাড়খণ্ড (Jharkhand)
D| Mizoram / মিজোরাম (Mizoram)
Shift| 08/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 5.44
Topic| 
SubTopic| 
QuestionID| GACA-001197

QEN| Who among the following chaired the Parliamentary Consultative Committee meeting on ‘Disaster Management and Capacity Building’ in August 2025?
QBN| আগস্ট ২০২৫-এ ‘দুর্যোগ ব্যবস্থাপনা ও সক্ষমতা বৃদ্ধি’ সংক্রান্ত সংসদীয় উপদেষ্টা কমিটির বৈঠকে কে সভাপতিত্ব করেছিলেন?
Common| 
Image| 
A| Narendra Modi / নরেন্দ্র মোদী (Narendra Modi)
B| Nirmala Sitharaman / নির্মলা সীতারমন (Nirmala Sitharaman)
C| Amit Shah / অমিত শাহ (Amit Shah)
D| Rajnath Singh / রাজনাথ সিং (Rajnath Singh)
Shift| 21/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 7.94
Topic| 
SubTopic| 
QuestionID| GACA-001198

QEN| In June 2025, Union Home Minister Amit Shah unveiled the Flood Hazard Zonation Atlas of which state?
QBN| জুন ২০২৫-এ কেন্দ্রীয় স্বরাষ্ট্রমন্ত্রী অমিত শাহ কোন রাজ্যের প্লাবন ঝুঁকি মানচিত্র অ্যাটলাস (Flood Hazard Zonation Atlas) উন্মোচন করেছিলেন?
Common| 
Image| 
A| Assam / আসাম (Assam)
B| Himachal Pradesh / হিমাচল প্রদেশ (Himachal Pradesh)
C| Maharashtra / মহারাষ্ট্র (Maharashtra)
D| Gujarat / গুজরাট (Gujarat)
Shift| 26/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 9.00
Topic| 
SubTopic| 
QuestionID| GACA-001199

QEN| The Environment Audit Rules, 2025, are aligned with which national reform agenda in India?
QBN| এনভায়রনমেন্ট অডিট রুলস ২০২৫ ভারতের কোন জাতীয় সংস্কার কর্মসূচির সাথে সামঞ্জস্যপূর্ণ?
Common| 
Image| 
A| Skill India / স্কিল ইন্ডিয়া (Skill India)
B| Make in India / মেক ইন ইন্ডিয়া (Make in India)
C| Digital India / ডিজিটাল ইন্ডিয়া (Digital India)
D| Ease of Doing Business / ইজ অফ ডুয়িং বিজনেস (Ease of Doing Business)
Shift| 21/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 5.06
Topic| 
SubTopic| 
QuestionID| GACA-001200
