Exam| RRB GROUP-D CBT-I
QBN| সংবিধান (তফসিলি জাতি) আদেশ (সংশোধনী) বিল, ২০২৩ কোন রাজ্যের প্রেক্ষিতে সংবিধান (তফসিলি জাতি) আদেশ ১৯৫০ সংশোধন করে?
Common| 
Image| 
A| Karnataka / কর্ণাটক (Karnataka)
B| Chhattisgarh / ছত্তিশগড় (Chhattisgarh)
C| West Bengal / পশ্চিমবঙ্গ (West Bengal)
D| Kerala / কেরালা (Kerala)
Shift| 16/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 8.89
Topic| 
SubTopic| 
QuestionID| GACA-001070

QEN| In the 56th meeting of Monetary Policy Committee (MPC) held in August 2025, after assessing the current and evolving macroeconomic situation, the MPC voted to maintain the policy repo rate at:
QBN| আগস্ট ২০২৫-এ অনুষ্ঠিত মুদ্রানীতি কমিটির (MPC) ৫৬তম বৈঠকে বর্তমান এবং ভবিষ্যৎ সামষ্টিক অর্থনৈতিক পরিস্থিতি মূল্যায়নের পর নীতিগত রেপো রেট কত রাখার সিদ্ধান্ত হয়?
Common| 
Image| 
A| 8.50% / ৮.৫০%
B| 5.50% / ৫.৫০%
C| 5.40% / ৫.৪০%
D| 6.40% / ৬.৪০%
Shift| 21/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 8.05
Topic| 
SubTopic| 
QuestionID| GACA-001071

QEN| On 26 March 2025, the DRDO and the Indian Navy successfully conducted a flight-test of which missile from the Integrated Test Range (ITR), Chandipur?
QBN| ২৬ মার্চ ২০২৫-এ ডিআরডিও এবং ভারতীয় নৌবাহিনী চাঁদিপুরের ইন্টিগ্রেটেড টেস্ট রেঞ্জ (ITR) থেকে কোন ক্ষেপণাস্ত্রের সফল ফ্লাইট পরীক্ষা চালিয়েছে?
Common| 
Image| 
A| SAMAR-1 / সামার-১ (SAMAR-1)
B| Astra Mk-2 / অস্ত্র এম.কে.-২ (Astra Mk-2)
C| VLSRSAM / ভি.এল.এস.আর.এস.এ.এম. (VLSRSAM)
D| Akash-NG / আকাশ-এন.জি. (Akash-NG)
Shift| 10/02/2026 4:30 PM - 6:00 PM
Correct| C
Difficulty| 9.31
Topic| 
SubTopic| 
QuestionID| GACA-001072

QEN| When was the 130th Constitutional Amendment Bill introduced in the Lok Sabha?
QBN| লোকসভায় ১৩০তম সংবিধান সংশোধনী বিল কবে উত্থাপিত হয়েছিল?
Common| 
Image| 
A| August 2025 / আগস্ট ২০২৫
B| April 2025 / এপ্রিল ২০২৫
C| January 2025 / জানুয়ারি ২০২৫
D| July 2025 / জুলাই ২০২৫
Shift| 03/02/2026 4:30 PM - 6:00 PM
Correct| C
Difficulty| 6.37
Topic| 
SubTopic| 
QuestionID| GACA-001073

QEN| In India, which High Court launched a dedicated portal for workplace sexual harassment complaints in July 2025 to empower women at work?
QBN| ভারতে কর্মক্ষেত্রে নারীদের ক্ষমতায়নের জন্য জুলাই ২০২৫-এ কোন হাইকোর্ট কর্মক্ষেত্রে যৌন হয়রানির অভিযোগের জন্য একটি ডেডিকেটেড পোর্টাল চালু করেছে?
Common| 
Image| 
A| Bombay High Court / বোম্বে হাইকোর্ট (Bombay High Court)
B| Calcutta High Court / কলকাতা হাইকোর্ট (Calcutta High Court)
C| Delhi High Court / দিল্লি হাইকোর্ট (Delhi High Court)
D| Karnataka High Court / কর্ণাটক হাইকোর্ট (Karnataka High Court)
Shift| 23/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 7.95
Topic| 
SubTopic| 
QuestionID| GACA-001074

QEN| Who was awarded the Vigyan Ratna in 2024 for his contributions in the field of Biological Sciences?
QBN| জৈব বিজ্ঞানের ক্ষেত্রে অবদানের জন্য ২০২৪ সালে কে বিজ্ঞান রত্ন পুরস্কারে ভূষিত হন?
Common| 
Image| 
A| Dr. Avesh Kumar Tyagi / ড. আবেশ কুমার ত্যাগী (Dr. Avesh Kumar Tyagi)
B| Prof. Jayant Bhalchandra Udgaonkar / অধ্যাপক জয়ন্ত ভালচন্দ্র উদগাঁওকর (Prof. Jayant Bhalchandra Udgaonkar)
C| Dr. Anandharamakrishnan / ড. আনন্দরামকৃষ্ণান (Dr. Anandharamakrishnan)
D| Prof. Govindarajan Padmanabhan / অধ্যাপক গোবিন্দরাজন পদ্মনাভন (Prof. Govindarajan Padmanabhan)
Shift| 27/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 9.23
Topic| 
SubTopic| 
QuestionID| GACA-001075

QEN| In 2025, the Krasheninnikov Volcano erupted after several centuries, releasing a massive ash plume. In which region is this volcano located?
QBN| ২০২৫ সালে ক্রাশেনিনিকভ আগ্নেয়গিরি কয়েক শতাব্দী পর অগ্ন্যুৎপাত ঘটিয়ে একটি বিশাল ছাইয়ের স্তর তৈরি করেছে। এই আগ্নেয়গিরিটি কোন অঞ্চলে অবস্থিত?
Common| 
Image| 
A| Siberia / সাইবেরিয়া (Siberia)
B| Kamchatka Peninsula / কামচাটকা উপদ্বীপ (Kamchatka Peninsula)
C| Ural Mountains / উরাল পর্বতমালা (Ural Mountains)
D| Sakhalin Island / সাখালিন দ্বীপ (Sakhalin Island)
Shift| 19/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 5.59
Topic| 
SubTopic| 
QuestionID| GACA-001076

QEN| According to the Periodic Labour Force Survey (PLFS), May 2025, what was India’s overall unemployment rate reported by the Ministry of Statistics and Programme Implementation (MOSPI)?
QBN| পর্যায়ক্রমিক শ্রমশক্তি সমীক্ষা (PLFS), মে ২০২৫ অনুসারে পরিসংখ্যান ও কর্মসূচি বাস্তবায়ন মন্ত্রক কর্তৃক ভারতের সামগ্রিক বেকারত্বের হার কত রিপোর্ট করা হয়েছে?
Common| 
Image| 
A| 5.6% / ৫.৬%
B| 8.5% / ৮.৫%
C| 5.1% / ৫.১%
D| 6.6% / ৬.৬%
Shift| 03/02/2026 9:00 AM - 10:30 AM
Correct| C
Difficulty| 5.84
Topic| 
SubTopic| 
QuestionID| GACA-001077

QEN| Which of the following was the 17th flight of India’s Geosynchronous Satellite Launch Vehicle (GSLV), launched in January 2025?
QBN| জানুয়ারি ২০২৫-এ উৎক্ষেপিত ভারতের জিওসিনক্রোনাস স্যাটেলাইট লঞ্চ ভেহিকেল (GSLV)-এর ১৭তম উড্ডয়ন কোনটি ছিল?
Common| 
Image| 
A| GSLV-F15 / জি.এস.এল.ভি.-এফ১৫ (GSLV-F15)
B| GSLV-F14 / জি.এস.এল.ভি.-এফ১৪ (GSLV-F14)
C| GSLV-F16 / জি.এস.এল.ভি.-এফ১৬ (GSLV-F16)
D| GSLV-F13 / জি.এস.এল.ভি.-এফ১৩ (GSLV-F13)
Shift| 03/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 7.51
Topic| 
SubTopic| 
QuestionID| GACA-001078

QEN| Which athlete received the Laureus World Sportswoman of the Year in 2025?
QBN| ২০২৫ সালে কোন ক্রীড়াবিদ লরিয়াস ওয়ার্ল্ড স্পোর্টসওম্যান অফ দ্য ইয়ার খেতাব পেয়েছেন?
Common| 
Image| 
A| Serena Williams / সেরেনা উইলিয়ামস (Serena Williams)
B| Ellesse Andrews / এলিস অ্যান্ড্রুজ (Ellesse Andrews)
C| Rebeca Andrade / রেবেকা আন্দ্রেদে (Rebeca Andrade)
D| Simone Biles / সিমোন বাইলস (Simone Biles)
Shift| 09/02/2026 4:30 PM - 6:00 PM
Correct| C
Difficulty| 5.61
Topic| 
SubTopic| 
QuestionID| GACA-001079

QEN| Which edition of SIMBEX (Singapore-India Maritime Bilateral Exercise) was held in Singapore in July 2025?
QBN| জুলাই ২০২৫-এ সিঙ্গাপুরে সিমবেক্স (SIMBEX - সিঙ্গাপুর-ভারত মেরিটাইম দ্বিপাক্ষিক অনুশীলন)-এর কোন সংস্করণ অনুষ্ঠিত হয়েছিল?
Common| 
Image| 
A| 52nd / ৫২তম
B| 32nd / ৩২তম
C| 22nd / ২২তম
D| 42nd / ৪২তম
Shift| 03/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 5.25
Topic| 
SubTopic| 
QuestionID| GACA-001080

QEN| In March 2025, which summit was held in India to focus on climate solutions and partnerships?
QBN| মার্চ ২০২৫-এ জলবায়ু সমাধান এবং অংশীদারিত্বের ওপর দৃষ্টি নিবদ্ধ করে ভারতে কোন শীর্ষ সম্মেলন অনুষ্ঠিত হয়েছিল?
Common| 
Image| 
A| ASEAN Environment Meeting / আসিয়ান পরিবেশ বৈঠক (ASEAN Environment Meeting)
B| World Sustainable Development Summit / ওয়ার্ল্ড সাসটেইনেবল ডেভেলপমেন্ট সামিট (World Sustainable Development Summit)
C| Arctic Council Forum / আর্কটিক কাউন্সিল ফোরাম (Arctic Council Forum)
D| G7 Summit for Climate Negotiations / জলবায়ু আলোচনার জন্য জি৭ শীর্ষ সম্মেলন (G7 Summit for Climate Negotiations)
Shift| 27/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 5.08
Topic| 
SubTopic| 
QuestionID| GACA-001081

QEN| Which Indian documentary received the World Cinema Documentary Special Jury Award for Craft at Sundance 2025?
QBN| সানড্যান্স ২০২৫-এ কোন ভারতীয় তথ্যচিত্রটি ওয়ার্ল্ড সিনেমা ডকুমেন্টারি স্পেশাল জুরি অ্যাওয়ার্ড ফর ক্রাফট পেয়েছে?
Common| 
Image| 
A| Nocturnes by Anirban Dutta and Anupama Srinivasan / নকটার্নস - অনির্বাণ দত্ত ও অনুপমা শ্রীনিবাসন (Nocturnes by Anirban Dutta and Anupama Srinivasan)
B| Hope by K Sathyanarayan / হোপ - কে সত্যনারায়ণ (Hope by K Sathyanarayan)
C| Echo by Meena Longjam / ইকো - মীনা লংজাম (Echo by Meena Longjam)
D| Beyond Blast by SaikhomRatan / বিয়ন্ড ব্লাস্ট - সাইখোম রতন (Beyond Blast by Saikhom Ratan)
Shift| 10/02/2026 4:30 PM - 6:00 PM
Correct| A
Difficulty| 6.57
Topic| 
SubTopic| 
QuestionID| GACA-001082

QEN| As announced on 21 June 2025, Central Health Ministry is looking at integrating India’s Rare Donor Registry with the national online platform for blood bank management and blood availability information, called ____.
QBN| ২১ জুন ২০২৫-এ ঘোষিত তথ্যমতে কেন্দ্রীয় স্বাস্থ্য মন্ত্রক ভারতের বিরল রক্তদাতা রেজিস্ট্রিকে ব্লাড ব্যাংক ব্যবস্থাপনা ও রক্তের সহজলভ্যতার তথ্যের জন্য কোন জাতীয় অনলাইন প্ল্যাটফর্মের সাথে একীভূত করতে চাইছে?
Common| 
Image| 
A| e-Rakt Kosh / ই-রক্ত কোষ (e-Rakt Kosh)
B| e-Rakt Kawach / ই-রক্ত কবচ (e-Rakt Kawach)
C| e-Rakt Sagar / ই-রক্ত সাগর (e-Rakt Sagar)
D| e-Rakt Sanchay / ই-রক্ত সঞ্চয় (e-Rakt Sanchay)
Shift| 22/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 7.93
Topic| 
SubTopic| 
QuestionID| GACA-001083

QEN| Which tribal poet from Jharkhand received the Sahitya Akademi Yuva Puraskar in June 2025 for ‘Phir Ugna’?
QBN| ঝাড়খণ্ডের কোন আদিবাসী কবি 'ফির উগনা'-র জন্য জুন ২০২৫-এ সাহিত্য অকাদেমি যুব পুরস্কার পেয়েছিলেন?
Common| 
Image| 
A| Parvati Tirkey / পার্বতী তিরকি (Parvati Tirkey)
B| Akhil P Dharmajan / অখিল পি ধর্মরাজন (Akhil P Dharmajan)
C| Mayur Khavdu / ময়ূর খব্দু (Mayur Khavdu)
D| Kirtida Brahmbhatt / কীর্তিদা ব্রহ্মভাট (Kirtida Brahmbhatt)
Shift| 04/02/2026 12:45 PM - 2:15 PM
Correct| A
Difficulty| 7.10
Topic| 
SubTopic| 
QuestionID| GACA-001084

QEN| Which international joint naval exercise in a disputed maritime region raised eyebrows in 2025?
QBN| ২০২৫ সালে একটি বিতর্কিত সামুদ্রিক অঞ্চলে কোন আন্তর্জাতিক যৌথ নৌ মহড়া দৃষ্টি আকর্ষণ করেছিল?
Common| 
Image| 
A| India–Philippines naval drill in the South China Sea / দক্ষিণ চীন সাগরে ভারত-ফিলিপাইন নৌ মহড়া (India–Philippines naval drill in the South China Sea)
B| Iron Fist Drill with Russia in the Indian Ocean / ভারত মহাসাগরে রাশিয়ার সাথে আয়রন ফিস্ট ড্রিল (Iron Fist Drill with Russia in the Indian Ocean)
C| Exercise Malabar with India and Australia near the Malacca Strait / মালাক্কা প্রণালীর কাছে ভারত ও অস্ট্রেলিয়ার সাথে মালাবার মহড়া (Exercise Malabar with India and Australia near the Malacca Strait)
D| Exercise Ajeya Warrior in the Bay of Bengal / বঙ্গোপসাগরে মহড়া অজয় ওয়ারিয়র (Exercise Ajeya Warrior in the Bay of Bengal)
Shift| 06/02/2026 9:00 AM - 10:30 AM
Correct| A
Difficulty| 7.72
Topic| 
SubTopic| 
QuestionID| GACA-001085

QEN| Which of the following ministries launched Phase 01 of India’s Social Protection Data Pooling Exercise in March 2025 to strengthen welfare schemes and support vulnerable groups through better data consolidation at the Central level?
QBN| কেন্দ্রীয় স্তরে উন্নত ডেটা একত্রীকরণের মাধ্যমে কল্যাণমূলক প্রকল্প জোরদার করতে এবং দুর্বল গোষ্ঠীগুলোকে সহায়তা করতে মার্চ ২০২৫-এ কোন মন্ত্রক ভারতের সোশ্যাল প্রোটেকশন ডেটা পুলিং এক্সারসাইজের ফেজ ০১ চালু করেছে?
Common| 
Image| 
A| Ministry of Labour and Employment / শ্রম ও কর্মসংস্থান মন্ত্রক (Ministry of Labour and Employment)
B| Ministry of Home Affairs / স্বরাষ্ট্র মন্ত্রক (Ministry of Home Affairs)
C| Ministry of Rural Development / গ্রামীণ উন্নয়ন মন্ত্রক (Ministry of Rural Development)
D| Ministry of Finance / অর্থ মন্ত্রক (Ministry of Finance)
Shift| 11/12/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 5.13
Topic| 
SubTopic| 
QuestionID| GACA-001086

QEN| Recently, who has taken over as president of industry body ASSOCHAM for 2024-25?
QBN| সম্প্রতি কে ২০২৪-২৫ সালের জন্য শিল্প সংস্থা অ্যাসোচ্যাম (ASSOCHAM)-এর সভাপতি হিসেবে দায়িত্ব গ্রহণ করেছেন?
Common| 
Image| 
A| Akhilesh Nayar / অখিলেশ নায়ার (Akhilesh Nayar)
B| Pankaj Nayar / পঙ্কজ নায়ার (Pankaj Nayar)
C| Sanjay Nayar / সঞ্জয় নায়ার (Sanjay Nayar)
D| Suresh Nayar / সুরেশ নায়ার (Suresh Nayar)
Shift| 29/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 5.46
Topic| 
SubTopic| 
QuestionID| GACA-001087

QEN| What scientific activity is NOT planned on Axiom‑4?
QBN| এক্সিওম-৪ (Axiom-4) মিশনে কোন বৈজ্ঞানিক কার্যকলাপটি পরিকল্পিত নয়?
Common| 
Image| 
A| Examining microgravity's impact on the brain and cognitive risks / মস্তিষ্কের ওপর মাইক্রোগ্র্যাভিটির প্রভাব এবং জ্ঞানীয় ঝুঁকি পরীক্ষা করা
B| Understanding the effects on blood stem cells during spaceflight / মহাকাশ ভ্রমণের সময় রক্ত উৎপাদনকারী স্টেম সেলের ওপর প্রভাব বোঝা
C| Studying the effects of short spaceflights on joints and blood flow / জয়েন্ট এবং রক্ত প্রবাহের ওপর সংক্ষিপ্ত মহাকাশ ভ্রমণের প্রভাব অধ্যয়ন করা
D| Testing crewed docking with a lunar base at Indian space station / ভারতীয় মহাকাশ স্টেশনে একটি চন্দ্র ঘাঁটির সাথে ক্রু ডকিং পরীক্ষা করা
Shift| 08/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 7.55
Topic| 
SubTopic| 
QuestionID| GACA-001088

QEN| With which country did India conduct the joint Humanitarian Assistance and Disaster Relief (HADR) exercise in May 2025?
QBN| মে ২০২৫-এ ভারত কোন দেশের সাথে যৌথ মানবিক সহায়তা এবং দুর্যোগ ত্রাণ (HADR) মহড়া পরিচালনা করেছে?
Common| 
Image| 
A| Sri Lanka / শ্রীলঙ্কা (Sri Lanka)
B| Japan / জাপান (Japan)
C| The Philippines / ফিলিপাইন (The Philippines)
D| The Maldives / মালদ্বীপ (The Maldives)
Shift| 12/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 5.71
Topic| 
SubTopic| 
QuestionID| GACA-001089

QEN| In March 2025, the central bank of which country signed a Memorandum of Understanding (MoU) with the Reserve Bank of India (RBI) to enable cross‑border transactions in local currencies?
QBN| মার্চ ২০২৫-এ স্থানীয় মুদ্রায় আন্তঃসীমান্ত লেনদেন সক্ষম করার জন্য কোন দেশের কেন্দ্রীয় ব্যাংক ভারতীয় রিজার্ভ ব্যাংকের সাথে একটি সমঝোতা স্মারক স্বাক্ষর করেছে?
Common| 
Image| 
A| Mauritius / মরিশাস (Mauritius)
B| Sri Lanka / শ্রীলঙ্কা (Sri Lanka)
C| United Arab Emirates / সংযুক্ত আরব আমিরাত (United Arab Emirates)
D| Singapore / সিঙ্গাপুর (Singapore)
Shift| 05/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 5.07
Topic| 
SubTopic| 
QuestionID| GACA-001090

QEN| As of 2023, how many wildlife sanctuaries are there in India?
QBN| ২০২৩ সালের হিসাব অনুযায়ী ভারতে কতটি বন্যপ্রাণী অভয়ারণ্য রয়েছে?
Common| 
Image| 
A| 585 / ৫৮৫
B| 623 / ৬২৩
C| 573 / ৫৭৩
D| 655 / ৬৫৫
Shift| 05/12/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 5.29
Topic| 
SubTopic| 
QuestionID| GACA-001091

QEN| What was the theme of the 28th National Conference on e-Governance scheduled for 22 and 23 September 2025 in Visakhapatnam?
QBN| ২২ এবং ২৩ সেপ্টেম্বর ২০২৫-এ বিশাখাপত্তনমে নির্ধারিত ২৮তম জাতীয় ই-গভর্ন্যান্স সম্মেলনের মূল প্রতিপাদ্য কী ছিল?
Common| 
Image| 
A| Viksit Bharat: Civil Service and Digital Transformation / বিকশিত ভারত: সিভিল সার্ভিস এবং ডিজিটাল রূপান্তর (Viksit Bharat: Civil Service and Digital Transformation)
B| AI in Governance: Future Pathways / এআই ইন গভর্ন্যান্স: ফিউচার পাথওয়েস (AI in Governance: Future Pathways)
C| e-Governance for Sustainable Development / টেকসই উন্নয়নের জন্য ই-গভর্ন্যান্স (e-Governance for Sustainable Development)
D| Digital India: Inclusive Growth / ডিজিটাল ইন্ডিয়া: ইনক্লুসিভ গ্রোথ (Digital India: Inclusive Growth)
Shift| 29/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 7.94
Topic| 
SubTopic| 
QuestionID| GACA-001092

QEN| Which of the following is a major application of 3D bioprinting demonstrated at MSU Vadodara in 2025?
QBN| ২০২৫ সালে এমএসইউ ভাদোদরায় প্রদর্শিত থ্রিডি বায়োপ্রিন্টিংয়ের একটি প্রধান প্রয়োগ নিচের কোনটি?
Common| 
Image| 
A| Satellite communication systems / উপগ্রহ যোগাযোগ ব্যবস্থা
B| Blockchain-based financial transactions / ব্লকচেইন-ভিত্তিক আর্থিক লেনদেন
C| Regenerative medicine and tissue engineering / রিজেনারেটিভ মেডিসিন এবং টিস্যু ইঞ্জিনিয়ারিং (Regenerative medicine and tissue engineering)
D| Weather forecasting models / আবহাওয়া পূর্বাভাসের মডেল
Shift| 24/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 9.32
Topic| 
SubTopic| 
QuestionID| GACA-001093

QEN| The Indian Prime Minister launched a scheme with a budgetary allocation of ₹11,440 crore for the period 2025–26 to 2030–31 on 11 October 2025, named ______.
QBN| ভারতীয় প্রধানমন্ত্রী ১১ অক্টোবর ২০২৫-এ ২০২৫-২৬ থেকে ২০৩০-৩১ মেয়াদের জন্য ₹১১,৪৪০ কোটি টাকা বরাদ্দের একটি প্রকল্প চালু করেছেন, যার নাম কী?
Common| 
Image| 
A| PM Krishi Sinchai Yojana / পিএম কৃষি সিঞ্চায়ী যোজনা (PM Krishi Sinchai Yojana)
B| Mission for Aatmanirbharta in Pulses / ডাল উৎপাদনে আত্মনির্ভরতা মিশন (Mission for Aatmanirbharta in Pulses)
C| PM Fasal Bima Yojana / পিএম ফসল বীমা যোজনা (PM Fasal Bima Yojana)
D| Mission for Cotton Productivity / তুলা উৎপাদনশীলতা মিশন (Mission for Cotton Productivity)
Shift| 05/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 7.24
Topic| 
SubTopic| 
QuestionID| GACA-001094

QEN| As reported in July 2025, what is the name of the new ultra-rare blood antigen discovered in a woman from the Kolar district of Karnataka?
QBN| জুলাই ২০২৫-এ প্রকাশিত প্রতিবেদন অনুযায়ী কর্ণাটকের কোলার জেলার এক মহিলার মধ্যে আবিষ্কৃত নতুন অতি-বিরল রক্তের অ্যান্টিজেনের নাম কী?
Common| 
Image| 
A| CRIB / সি.আর.আই.বি. (CRIB)
B| BRIB / বি.আর.আই.বি. (BRIB)
C| CRAB / সি.আর.এ.বি. (CRAB)
D| CROB / সি.আর.ও.বি. (CROB)
Shift| 10/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 5.04
Topic| 
SubTopic| 
QuestionID| GACA-001095

QEN| At which venue did Jyothi Yarraji set a record-breaking performance during the National Games 2025?
QBN| জাতীয় গেমস ২০২৫-এর সময় জ্যোতি ইয়াররাজি কোন ভেন্যুতে রেকর্ড স্থাপনকারী পারফরম্যান্স করেছিলেন?
Common| 
Image| 
A| Sree Kanteerava Stadium, Bengaluru / শ্রী কান্তিরাভা স্টেডিয়াম, বেঙ্গালুরু (Sree Kanteerava Stadium, Bengaluru)
B| Ganga Athletics Ground, Uttarakhand / গঙ্গা অ্যাথলেটিক্স গ্রাউন্ড, উত্তরাখণ্ড (Ganga Athletics Ground, Uttarakhand)
C| Kalinga Stadium, Odisha / কলিঙ্গ স্টেডিয়াম, ওড়িশা (Kalinga Stadium, Odisha)
D| Nehru Stadium, Chennai / নেহরু স্টেডিয়াম, চেন্নাই (Nehru Stadium, Chennai)
Shift| 08/01/2026 12:45 PM - 2:15 PM
Correct| B
Difficulty| 5.88
Topic| 
SubTopic| 
QuestionID| GACA-001096

QEN| What is India's score in the SDG Index according to the 10th Sustainable Development Report, 2025?
QBN| দশম সাসটেইনেবল ডেভেলপমেন্ট রিপোর্ট, ২০২৫ অনুসারে এসডিজি ইনডেক্সে ভারতের স্কোর কত?
Common| 
Image| 
A| 80 / ৮০
B| 99 / ৯৯
C| 100 / ১০০
D| 67 / ৬৭
Shift| 24/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 8.07
Topic| 
SubTopic| 
QuestionID| GACA-001097

QEN| Which of the following Indian states conducted a large-scale disaster drill in November 2025, focusing on oil and chemical disaster preparedness at major industrial hubs?
QBN| প্রধান শিল্প কেন্দ্রগুলোতে তেল ও রাসায়নিক দুর্যোগ প্রস্তুতিতে জোর দিয়ে নিচের কোন ভারতীয় রাজ্য নভেম্বর ২০২৫-এ একটি বৃহৎ আকারের দুর্যোগ মহড়া পরিচালনা করেছে?
Common| 
Image| 
A| Tamil Nadu / তামিলনাড়ু (Tamil Nadu)
B| Gujarat / গুজরাট (Gujarat)
C| West Bengal / পশ্চিমবঙ্গ (West Bengal)
D| Maharashtra / মহারাষ্ট্র (Maharashtra)
Shift| 26/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 8.57
Topic| 
SubTopic| 
QuestionID| GACA-001098

QEN| In 2025, the Ministry of Defence unveiled a long-term roadmap emphasising future-generation technologies such as AI, hypersonic weapons, nuclear propulsion for warships, and next-generation combat systems. Which of the following is the name of this plan
QBN| roadmap? / ২০২৫ সালে প্রতিরক্ষা মন্ত্রক কৃত্রিম বুদ্ধিমত্তা, হাইপারসনিক অস্ত্র, যুদ্ধজাহাজের পারমাণবিক চালিকাশক্তি এবং পরবর্তী প্রজন্মের যুদ্ধ ব্যবস্থার মতো ভবিষ্যত-প্রযুক্তির ওপর জোর দিয়ে একটি দীর্ঘমেয়াদী রূপরেখা উন্মোচন করেছে। এই পরিকল্পনার নাম কী?
Common| 
Image| 
A| Long Term Integrated Perspective Plan 2025 / লং টার্ম ইন্টিগ্রেটেড পারসপেক্টিভ প্ল্যান ২০২৫ (Long Term Integrated Perspective Plan 2025)
B| Technology Perspective & Capability Roadmap 2025 / টেকনোলজি পারসপেক্টিভ অ্যান্ড ক্যাপাবিলিটি রোডম্যাপ ২০২৫ (Technology Perspective & Capability Roadmap 2025)
C| Make-in-India Defence Mission 2025 / মেক-ইন-ইন্ডিয়া ডিফেন্স মিশন ২০২৫ (Make-in-India Defence Mission 2025)
D| Defence Modernisation Programme 2025 / ডিফেন্স মডার্নাইজেশন প্রোগ্রাম ২০২৫ (Defence Modernisation Programme 2025)
Shift| 27/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 5.94
Topic| 
SubTopic| 
QuestionID| GACA-001099

QEN| Who among the following received the United Nations Sasakawa Award 2025 for Disaster Risk Reduction?
QBN| দুর্যোগ ঝুঁকি হ্রাসের জন্য জাতিসংঘ সাসাকাওয়া পুরস্কার ২০২৫ নিচের মধ্যে কে পেয়েছেন?
Common| 
Image| 
A| Dr. Shekhar Mande / ড. শেখর মান্ডে (Dr. Shekhar Mande)
B| Randeep Guleria / রণদীপ গুলেরিয়া (Randeep Guleria)
C| Dr. Soumya Swaminathan / ড. সৌম্য স্বামীনাথন (Dr. Soumya Swaminathan)
D| Dr. Mrutyunjay Mohapatra / ড. মৃত্যুঞ্জয় মহাপাত্র (Dr. Mrutyunjay Mohapatra)
Shift| 09/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 7.11
Topic| 
SubTopic| 
QuestionID| GACA-001100
