Exam| RRB GROUP-D CBT-I
C| Oil and Natural Gas Corporation / অয়েল অ্যান্ড ন্যাচারাল গ্যাস কর্পোরেশন (Oil and Natural Gas Corporation)
D| National Thermal Power Corporation / ন্যাশনাল থার্মাল পাওয়ার কর্পোরেশন (National Thermal Power Corporation)
Shift| 08/01/2026 12:45 PM - 2:15 PM
Correct| A
Difficulty| 6.21
Topic| 
SubTopic| 
QuestionID| GACA-000770

QEN| In November 2025, Narendra Modi presented a revolutionary indigenous innovation of India, as the country’s indigenous quantum security chip called:
QBN| নভেম্বর ২০২৫-এ নরেন্দ্র মোদী ভারতের একটি বিপ্লবী দেশীয় উদ্ভাবন উন্মোচন করেছিলেন, যা দেশের নিজস্ব কোয়ান্টাম সিকিউরিটি চিপ নামে পরিচিত:
Common| 
Image| 
A| Quantum Cyber Defence Chip (QCDC) / কোয়ান্টাম সাইবার ডিফেন্স চিপ (Quantum Cyber Defence Chip - QCDC)
B| Quantum Security Integrated Processor (QSIP) / কোয়ান্টাম সিকিউরিটি ইন্টিগ্রেটেড প্রসেসর (Quantum Security Integrated Processor - QSIP)
C| Indian Quantum Encryption Module (IQEM) / ইন্ডিয়ান কোয়ান্টাম এনক্রিপশন মডিউল (Indian Quantum Encryption Module - IQEM)
D| Next-Gen Quantum Shield Chip (NQSC) / নেক্সট-জেন কোয়ান্টাম শিল্ড চিপ (Next-Gen Quantum Shield Chip - NQSC)
Shift| 17/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 5.96
Topic| 
SubTopic| 
QuestionID| GACA-000771

QEN| How many athletes received the Arjuna Award, 2024, during the January 2025 ceremony?
QBN| জানুয়ারি ২০২৫-এর অনুষ্ঠানে কতজন অ্যাথলেট অর্জুন পুরস্কার ২০২৪ পেয়েছেন?
Common| 
Image| 
A| 32 / ৩২ জন
B| 34 / ৩৪ জন
C| 40 / ৪০ জন
D| 28 / ২৮ জন
Shift| 27/11/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 9.24
Topic| 
SubTopic| 
QuestionID| GACA-000772

QEN| Which authority launched a scheme in Greater Noida in June 2025 to promote medical device manufacturing?
QBN| মেডিকেল ডিভাইস প্রস্তুতকরণে উৎসাহিত করতে ২০২৫ সালের জুনে গ্রেটার নয়ডায় কোন কর্তৃপক্ষ একটি স্কিম চালু করেছে?
Common| 
Image| 
A| Noida Development Authority / নয়ডা ডেভেলপমেন্ট অথরিটি (Noida Development Authority)
B| Government of India / ভারত সরকার (Government of India)
C| Government of Delhi NCR / দিল্লি এনসিআর সরকার (Government of Delhi NCR)
D| Government of UP / ইউ.পি. সরকার (Government of UP)
Shift| 19/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 8.94
Topic| 
SubTopic| 
QuestionID| GACA-000773

QEN| As per the April 2025 monthly Periodic Labour Force Survey (PLFS) data, what was India’s unemployment rate in April 2025?
QBN| এপ্রিল ২০২৫-এর পর্যায়ক্রমিক শ্রমশক্তি সমীক্ষা (PLFS) ডাটা অনুসারে, এপ্রিল ২০২৫-এ ভারতের বেকারত্বের হার কত ছিল?
Common| 
Image| 
A| 4.9% / ৪.৯%
B| 5.6% / ৫.৬%
C| 6.4% / ৬.৪%
D| 5.1% / ৫.১%
Shift| 22/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 6.42
Topic| 
SubTopic| 
QuestionID| GACA-000774

QEN| Which of the following is the best description of RHUMI-1, which was seen in the news in August 2024?
QBN| আগস্ট ২০২৪-এ সংবাদের শিরোনামে আসা RHUMI-1-এর সেরা বিবরণ কোনটি?
Common| 
Image| 
A| A deep-sea research submersible / একটি গভীর সমুদ্রে গবেষণার সাবমার্সিবল
B| India’s first reusable hybrid rocket / ভারতের প্রথম পুনর্ব্যবহারযোগ্য হাইব্রিড রকেট
C| India’s first Zika virus vaccine / ভারতের প্রথম জিকা ভাইরাসের ভ্যাকসিন
D| A newly discovered exoplanet / একটি নতুন আবিষ্কৃত এক্সোপ্ল্যানেট
Shift| 24/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 7.95
Topic| 
SubTopic| 
QuestionID| GACA-000775

QEN| Which four entertainment icons were honored with Oscars at the 2025 Governors Awards?
QBN| ২০২৫ গভর্নর অ্যাওয়ার্ডসে কোন চার বিনোদন আইকনকে অস্কার দিয়ে সম্মানিত করা হয়েছিল?
Common| 
Image| 
A| Meryl Streep, Judi Dench, Clint Eastwood, Martin Scorsese / মেরিল স্ট্রিপ, জুডি ডেঞ্চ, ক্লিন্ট ইস্টউড, মার্টিন স্করসেসি (Meryl Streep, Judi Dench, Clint Eastwood, Martin Scorsese)
B| George Lucas, Viola Davis, Michael Mann, Sofia Coppola / জর্জ লুকাস, ভায়োলা ডেভিস, মাইকেল ম্যান, সোফিয়া কোপোলা (George Lucas, Viola Davis, Michael Mann, Sofia Coppola)
C| Steven Spielberg, Angela Bassett, Benicio del Toro, Julie Taymor / স্টিভেন স্পিলবার্গ, অ্যাঞ্জেলা ব্যাসেট, বেনিসিও দেল তোরো, জুলি টেমোর (Steven Spielberg, Angela Bassett, Benicio del Toro, Julie Taymor)
D| Tom Cruise, Dolly Parton, Debbie Allen, Wynn Thomas / টম ক্রুজ, ডলি পার্টন, ডেবি অ্যালেন, উইন থমাস (Tom Cruise, Dolly Parton, Debbie Allen, Wynn Thomas)
Shift| 09/02/2026 12:45 PM - 2:15 PM
Correct| D
Difficulty| 6.79
Topic| 
SubTopic| 
QuestionID| GACA-000776

QEN| Which of the following countries will be hosting the World Rowing Championships 2025?
QBN| নিচের কোন দেশটি ওয়ার্ল্ড রোয়িং চ্যাম্পিয়নশিপ ২০২৫ আয়োজন করবে?
Common| 
Image| 
A| Sydney, Australia / সিডনি, অস্ট্রেলিয়া (Sydney, Australia)
B| Tokyo, Japan / টোকিও, জাপান (Tokyo, Japan)
C| London, UK / লন্ডন, যুক্তরাজ্য (London, UK)
D| Shanghai, China / সাংহাই, চীন (Shanghai, China)
Shift| 01/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 9.12
Topic| 
SubTopic| 
QuestionID| GACA-000777

QEN| At the 2025 Kalinga Literary Festival, Professor Arunava Sinha won an award for his translation of stories by?
QBN| ২০২৫ কলিঙ্গ সাহিত্য উৎসবে, অধ্যাপক অরুণাভ সিনহা কার গল্পের অনুবাদের জন্য পুরস্কার জিতেছিলেন?
Common| 
Image| 
A| Jeet Thayil / জিৎ থায়িল (Jeet Thayil)
B| Savie Karnel / সাভি কার্নেল (Savie Karnel)
C| Vikas Swarup / বিকাশ স্বরূপ (Vikas Swarup)
D| Sandipan Chattopadhyay / সন্দীপন চট্টোপাধ্যায় (Sandipan Chattopadhyay)
Shift| 11/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 7.07
Topic| 
SubTopic| 
QuestionID| GACA-000778

QEN| Vithya Ramraj shares India’s 400 m hurdles national record with which legendary Indian athlete as of 2025?
QBN| ভিথ্যা রামরাজ ২০২৫ সাল পর্যন্ত ভারতের কোন কিংবদন্তি ক্রীড়াবিদের সাথে ৪০০ মিটার হার্ডলসে জাতীয় রেকর্ড ভাগ করে নিয়েছেন?
Common| 
Image| 
A| PT Usha / পি টি উষা (PT Usha)
B| Kamaljeet Sandhu / কমলজিৎ সান্ধু (Kamaljeet Sandhu)
C| Hima Das / হিমা দাস (Hima Das)
D| Shiny Wilson / শাইনি উইলসন (Shiny Wilson)
Shift| 05/02/2026 12:45 PM - 2:15 PM
Correct| A
Difficulty| 6.20
Topic| 
SubTopic| 
QuestionID| GACA-000779

QEN| Who won the Japanese Grand Prix, 2025?
QBN| জাপানিজ গ্র্যান্ড প্রিক্স ২০২৫ কে জিতেছেন?
Common| 
Image| 
A| Max Verstappen / ম্যাক্স ভার্স্টাপেন (Max Verstappen)
B| Oscar Piastri / অস্কার পিয়াস্ত্রি (Oscar Piastri)
C| Lando Norris / ল্যান্ডো নরিস (Lando Norris)
D| Fabio Di Giannantonio / ফ্যাবিও ডি জিয়ানানটনিও (Fabio Di Giannantonio)
Shift| 05/02/2026 12:45 PM - 2:15 PM
Correct| A
Difficulty| 6.12
Topic| 
SubTopic| 
QuestionID| GACA-000780

QEN| What was the theme of National Doctor’s Day in 2025?
QBN| ২০২৫ সালে জাতীয় চিকিৎসক দিবসের মূল ভাবনা বা থিম কী ছিল?
Common| 
Image| 
A| Healing Hands, Caring Hearts / হিলিং হ্যান্ডস, কেয়ারিং হার্টস (Healing Hands, Caring Hearts)
B| Family Doctors on the Front Line / ফ্যামিলি ডক্টরস অন দ্য ফ্রন্ট লাইন (Family Doctors on the Front Line)
C| Celebrating Resilience and Healing Hands / সেলিব্রেটিং রেজিলিয়েন্স অ্যান্ড হিলিং হ্যান্ডস (Celebrating Resilience and Healing Hands)
D| Behind the Mask: Who Heals the Healers? / বিহাইন্ড দ্য মাস্ক: হু হিলস দ্য হিলার্স? (Behind the Mask: Who Heals the Healers?)
Shift| 02/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 7.53
Topic| 
SubTopic| 
QuestionID| GACA-000781

QEN| Which two companies signed a Joint Venture Cooperation Agreement (JVCA) for the production of HAMMER smart precision guided Air-to-Ground weapons in India in November 2025?
QBN| ভারত যৌথভাবে হ্যামার (HAMMER) স্মার্ট প্রিসিশন গাইডেড এয়ার-টু-গ্রাউন্ড অস্ত্রের উৎপাদনের জন্য ২০২৫ সালের নভেম্বরে কোন দুটি কোম্পানি জয়েন্ট ভেঞ্চার কোঅপারেশন এগ্রিমেন্ট (JVCA) স্বাক্ষর করেছে?
Common| 
Image| 
A| Bharat Dynamics Limited (BDL) & Thales Group / ভারত ডায়নামিক্স লিমিটেড (BDL) এবং থেলস গ্রুপ (Thales Group)
B| Hindustan Aeronautics Limited (HAL) & Lockheed Martin Corporation / হিন্দুস্তান অ্যারোনটিক্স লিমিটেড (HAL) এবং লকহিড মার্টিন কর্পোরেশন (Lockheed Martin Corporation)
C| Larsen & Toubro (L&T) & Raytheon Technologies Corporation / লার্সেন অ্যান্ড টুব্রো (L&T) এবং রেথিয়ন টেকনোলজিস কর্পোরেশন (Raytheon Technologies Corporation)
D| Bharat Electronics Limited (BEL) & Safran Electronics and Defence (SED) / ভারত ইলেকট্রনিক্স লিমিটেড (BEL) এবং সাফরান ইলেকট্রনিক্স অ্যান্ড ডিফেন্স (SED)
Shift| 29/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 6.19
Topic| 
SubTopic| 
QuestionID| GACA-000782

QEN| In the November 2025 by-elections, elections were held for the Assembly constituency in which of the following northeastern states?
QBN| নভেম্বর ২০২৫-এর উপ-নির্বাচনে, নিচের কোন উত্তর-পূর্বাঞ্চলীয় রাজ্যের বিধানসভা কেন্দ্রে নির্বাচন অনুষ্ঠিত হয়েছিল?
Common| 
Image| 
A| Meghalaya / মেঘালয় (Meghalaya)
B| Arunachal Pradesh / অরুণাচল প্রদেশ (Arunachal Pradesh)
C| Nagaland / নাগাল্যান্ড (Nagaland)
D| Mizoram / মিজোরাম (Mizoram)
Shift| 19/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 7.63
Topic| 
SubTopic| 
QuestionID| GACA-000783

QEN| What is the title of the 2025 UNICEF report on child nutrition?
QBN| শিশু পুষ্টির ওপর ২০২৫ সালের ইউনিসেফ (UNICEF) রিপোর্টের শিরোনাম কী?
Common| 
Image| 
A| Feeding Futures: Nutrition for Children / ফিডিং ফিউচারস: নিউট্রিশন ফর চিলড্রেন (Feeding Futures: Nutrition for Children)
B| Growing Well: Global Child Nutrition Index / গ্রোয়িং ওয়েল: গ্লোবাল চাইল্ড নিউট্রিশন ইনডেক্স (Growing Well: Global Child Nutrition Index)
C| Feeding Profit: How Food Environments Are Failing Children / ফিডিং প্রফিট: হাউ ফুড এনভায়রনমেন্টস আর ফেইলিং চিলড্রেন (Feeding Profit: How Food Environments Are Failing Children)
D| Nourish the Next: Global Nutrition Review / নারিশ দ্য নেক্সট: গ্লোবাল নিউট্রিশন রিভিউ (Nourish the Next: Global Nutrition Review)
Shift| 08/01/2026 4:30 PM - 6:00 PM
Correct| C
Difficulty| 9.04
Topic| 
SubTopic| 
QuestionID| GACA-000784

QEN| SBM Bank India entered into a bancassurance partnership with which among the following companies in May 2025?
QBN| এসবিএম ব্যাংক ইন্ডিয়া ২০২৫ সালের মে মাসে নিচের কোন কোম্পানির সাথে ব্যাংকাশুরেন্স অংশীদারিত্বে প্রবেশ করেছে?
Common| 
Image| 
A| ICICI Prudential Life Insurance / আই.সি.আই.সি.আই. প্রুডেন্সিয়াল লাইফ ইন্স্যুরেন্স (ICICI Prudential Life Insurance)
B| Life Insurance Corporation of India / লাইফ ইন্স্যুরেন্স কর্পোরেশন অফ ইন্ডিয়া (Life Insurance Corporation of India)
C| Axis Max Life Insurance Co. Ltd. / অ্যাক্সিস ম্যাক্স লাইফ ইন্স্যুরেন্স কোং লিমিটেড (Axis Max Life Insurance Co. Ltd.)
D| Kotak Life Insurance Co. Ltd. / কোটাক লাইফ ইন্স্যুরেন্স কোং লিমিটেড (Kotak Life Insurance Co. Ltd.)
Shift| 17/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 6.80
Topic| 
SubTopic| 
QuestionID| GACA-000785

QEN| Who among the following was awarded the Women's Player of the Year at the AIFF Awards 2025?
QBN| এআইএফএফ (AIFF) অ্যাওয়ার্ডস ২০২৫-এ কাকে উইমেনস প্লেয়ার অফ দ্য ইয়ার পুরস্কারে ভূষিত করা হয়েছে?
Common| 
Image| 
A| Panthoi Chanu / পানথোই চানু (Panthoi Chanu)
B| Sujata Kar / সুজাতা কর (Sujata Kar)
C| Toijam Thoibisana Chanu / তোইজাম থোইবিসানা চানু (Toijam Thoibisana Chanu)
D| Soumya Guguloth / সৌম্যা গুগুলথ (Soumya Guguloth)
Shift| 05/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 5.99
Topic| 
SubTopic| 
QuestionID| GACA-000786

QEN| The National Cooperation Policy, 2025, aims to make cooperatives key drivers for Viksit Bharat 2047 through _________.
QBN| ন্যাশনাল কোঅপারেশন পলিসি ২০২৫-এর লক্ষ্য কিসের মাধ্যমে সমবায়গুলিকে 'বিকশিত ভারত ২০৪৭'-এর মূল চালিকাশক্তি হিসাবে গড়ে তোলা?
Common| 
Image| 
A| Sabka Saath, Sabka Vikas / সবকা সাথ, সবকা বিকাশ (Sabka Saath, Sabka Vikas)
B| Shakti-se-Shraddha / শক্তি-সে-শ্রদ্ধা (Shakti-se-Shraddha)
C| Sashakt Bharat, Saksham Nagrik / সশক্ত ভারত, সক্ষম নাগরিক (Sashakt Bharat, Saksham Nagrik)
D| Sahkar-se-Samriddhi / সহকার-সে-সমৃদ্ধি (Sahkar-se-Samriddhi)
Shift| 24/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 9.49
Topic| 
SubTopic| 
QuestionID| GACA-000787

QEN| When and where will the 2025 Ballon d’Or ceremony take place?
QBN| ২০২৫ ব্যালন ডি'অর (Ballon d'Or) অনুষ্ঠান কবে এবং কোথায় অনুষ্ঠিত হবে?
Common| 
Image| 
A| September in Paris / প্যারিসে সেপ্টেম্বর (September in Paris)
B| October in Madrid / মাদ্রিদে অক্টোবর (October in Madrid)
C| July in London / লন্ডনে জুলাই (July in London)
D| June in Rome / রোমে জুন (June in Rome)
Shift| 26/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 7.30
Topic| 
SubTopic| 
QuestionID| GACA-000788

QEN| In June 2025, who was elected as the President of the International Institute of Administrative Sciences (IIAS) for the 2025–2028 term from India?
QBN| ২০২৫ সালের জুনে, কে ভারত থেকে ২০২৫-২০২৮ মেয়াদের জন্য ইন্টারন্যাশনাল ইনস্টিটিউট অফ অ্যাডমিনিস্ট্রেটিভ সায়েন্সেসের (IIAS) সভাপতি নির্বাচিত হন?
Common| 
Image| 
A| GC Murmu / জি সি মুর্মু (GC Murmu)
B| NV Subramanian / এন ভি সুব্রহ্মণ্যম (NV Subramanian)
C| V Srinivas / ভি শ্রীনিবাস (V Srinivas)
D| KM Chandrasekhar / কে এম চন্দ্রশেখর (KM Chandrasekhar)
Shift| 03/02/2026 12:45 PM - 2:15 PM
Correct| C
Difficulty| 5.42
Topic| 
SubTopic| 
QuestionID| GACA-000789

QEN| Which translator was awarded for translating Anuradha Sharma Pujari's Kanchan (Assamese) into Bodo (awarded in March 2025)?
QBN| অনুরাধা শর্মা পূজারীর 'কাঞ্চন' (অসমীয়া) বোডো ভাষায় অনুবাদ করার জন্য কোন অনুবাদক পুরস্কৃত হয়েছিলেন (মার্চ ২০২৫-এ প্রদত্ত)?
Common| 
Image| 
A| Basudeb Das / বাসুদেব দাস (Basudeb Das)
B| Suvash Satpathy / সুবাশ সতপতী (Suvash Satpathy)
C| Anjan Sarma / অঞ্জন শর্মা (Anjan Sarma)
D| Uttara Bwiswmuthiary / উত্তরা বুইসউমুথিয়ারি (Uttara Bwiswmuthiary)
Shift| 19/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 5.22
Topic| 
SubTopic| 
QuestionID| GACA-000790

QEN| Who authored the book 'To the Seventh Generation: The Journey of Christian Medical College Vellore', released in January 2025?
QBN| জানুয়ারি ২০২৫-এ প্রকাশিত 'টু দ্য সেভেন্থ জেনারেশন: দ্য জার্নি অফ খ্রিস্টান মেডিকেল কলেজ ভেলোর' বইটি কে রচনা করেছেন?
Common| 
Image| 
A| Prof. Romila Thapar / অধ্যাপক রোমিলা থাপার (Prof. Romila Thapar)
B| Dr. V I Mathan / ড. ভি আই মাথান (Dr. V I Mathan)
C| Dr. Atul Gawande / ড. অতুল গাওয়ান্দে (Dr. Atul Gawande)
D| Dr. Devi Shetty / ড. দেবী শেঠি (Dr. Devi Shetty)
Shift| 28/11/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 5.50
Topic| 
SubTopic| 
QuestionID| GACA-000791

QEN| Which of the following honours, awarded in the 2025 King’s Birthday Overseas & International Honours List, specifically recognises British nationals for “outstanding service abroad or internationally”?
QBN| ২০২৫ সালের কিংস বার্থডে ওভারসিজ অ্যান্ড ইন্টারন্যাশনাল অনার্স তালিকায় প্রদত্ত নিচের কোন সম্মাননা বিশেষভাবে ব্রিটিশ নাগরিকদের "বিদেশে বা আন্তর্জাতিকভাবে অসামান্য সেবার" জন্য স্বীকৃতি দেয়?
Common| 
Image| 
A| The Order of the British Empire / দ্য অর্ডার অফ দ্য ব্রিটিশ এম্পায়ার (The Order of the British Empire)
B| The Order of St Michael and St George / দ্য অর্ডার অফ সেন্ট মাইকেল অ্যান্ড সেন্ট জর্জ (The Order of St Michael and St George)
C| The King’s Police Medal / দ্য কিংস পুলিশ মেডেল (The King's Police Medal)
D| The Royal Victorian Order / দ্য রয়্যাল ভিক্টোরিয়ান অর্ডার (The Royal Victorian Order)
Shift| 27/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 7.83
Topic| 
SubTopic| 
QuestionID| GACA-000792

QEN| What was the main objective of the 4th BIMSTEC Disaster Management Exercise hosted virtually by the National Disaster Management Authority in July 2025?
QBN| ২০২৫ সালের জুলাই মাসে জাতীয় দুর্যোগ ব্যবস্থাপনা কর্তৃপক্ষ কর্তৃক ভার্চুয়ালি আয়োজিত ৪র্থ বিমসটেক (BIMSTEC) দুর্যোগ ব্যবস্থাপনা মহড়ার মূল উদ্দেশ্য কী ছিল?
Common| 
Image| 
A| To develop a unified framework for reconstruction planning / পুনর্গঠন পরিকল্পনার জন্য একটি সমন্বিত কাঠামো তৈরি করা
B| To strengthen regional cooperation in early warning systems / প্রাথমিক সতর্কীকরণ ব্যবস্থায় আঞ্চলিক সহযোগিতা জোরদার করা
C| To test joint response protocols for natural disasters across member nations / সদস্য রাষ্ট্রগুলিতে প্রাকৃতিক দুর্যোগের বিরুদ্ধে যৌথ প্রতিক্রিয়া প্রোটোকল পরীক্ষা করা
D| To assess and enhance regional preparedness for cyclones and floods / ঘূর্ণিঝড় ও বন্যার জন্য আঞ্চলিক প্রস্তুতি মূল্যায়ন এবং বৃদ্ধি করা
Shift| 09/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 8.57
Topic| 
SubTopic| 
QuestionID| GACA-000793

QEN| In August 2025, which of the following African countries was officially declared free of sleeping sickness by the World Health Organization (WHO)?
QBN| ২০২৫ সালের আগস্টে, আফ্রিকার নিচের কোন দেশটিকে বিশ্ব স্বাস্থ্য সংস্থা (WHO) আনুষ্ঠানিকভাবে স্লিপিং সিকনেস বা ঘুম রোগ মুক্ত ঘোষণা করেছে?
Common| 
Image| 
A| Kenya / কেনিয়া (Kenya)
B| Ghana / ঘানা (Ghana)
C| Nigeria / নাইজেরিয়া (Nigeria)
D| Uganda / উগান্ডা (Uganda)
Shift| 29/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 6.91
Topic| 
SubTopic| 
QuestionID| GACA-000794

QEN| On 24 May 2025, the order of which High Court was overturned by the Supreme Court and ruled that denying maternity leave for a third child violates a woman's constitutional right, reinforcing her dignity and reproductive freedom?
QBN| ২৪ মে ২০২৫ তারিখে, সুপ্রিম কোর্ট কোন হাইকোর্টের আদেশ বাতিল করে রায় দিয়েছে যে তৃতীয় সন্তানের জন্য মাতৃত্বকালীন ছুটি প্রত্যাখ্যান করা একজন নারীর সাংবিধানিক অধিকারের লঙ্ঘন, যা তাঁর মর্যাদা ও প্রজনন স্বাধীনতাকে সুদৃঢ় করে?
Common| 
Image| 
A| Hyderabad High Court / হায়দ্রাবাদ হাইকোর্ট (Hyderabad High Court)
B| Bombay High Court / বোম্বে হাইকোর্ট (Bombay High Court)
C| Allahabad High Court / এলাহাবাদ হাইকোর্ট (Allahabad High Court)
D| Madras High Court / মাদ্রাজ হাইকোর্ট (Madras High Court)
Shift| 27/11/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 5.30
Topic| 
SubTopic| 
QuestionID| GACA-000795

QEN| Who became the first Indian chess player to be ranked No.1 in the live FIDE rankings in 2025?
QBN| ২০২৫ সালে লাইভ ফিডে (FIDE) র্যাঙ্কিংয়ে ১ম স্থান অর্জনকারী প্রথম ভারতীয় দাবাড়ু কে হয়েছেন?
Common| 
Image| 
A| R Praggnanandhaa / আর প্রজ্ঞানন্দ (R Praggnanandhaa)
B| Arjun Erigaisi / অর্জুন এরিগাইসি (Arjun Erigaisi)
C| Viswanathan Anand / বিশ্বনাথন আনন্দ (Viswanathan Anand)
D| D Gukesh / ডি গুকেশ (D Gukesh)
Shift| 19/12/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 6.72
Topic| 
SubTopic| 
QuestionID| GACA-000796

QEN| Which organisation developed the 10-ton vertical planetary mixer, the world’s largest for solid propellants, as reported in 2025?
QBN| ২০২৫ সালে প্রকাশিত রিপোর্ট অনুসারে, কঠিন প্রোপেল্যান্টের জন্য বিশ্বের বৃহত্তম ১০-টনের উল্লম্ব প্ল্যানেটারি মিক্সারটি কোন সংস্থা তৈরি করেছে?
Common| 
Image| 
A| Indian Space Research Organisation (ISRO) / ভারতীয় মহাকাশ গবেষণা সংস্থা (Indian Space Research Organisation)
B| Hindustan Aeronautics Limited (HAL) / হিন্দুস্তান অ্যারোনটিক্স লিমিটেড (Hindustan Aeronautics Limited)
C| Indian Institute of Science (IISc) / ভারতীয় বিজ্ঞান সংস্থা (Indian Institute of Science)
D| Defence Research and Development Organisation (DRDO) / প্রতিরক্ষা গবেষণা ও উন্নয়ন সংস্থা (Defence Research and Development Organisation)
Shift| 08/01/2026 4:30 PM - 6:00 PM
Correct| A
Difficulty| 9.48
Topic| 
SubTopic| 
QuestionID| GACA-000797

QEN| How many years of service is the IMD celebrating in 2025?
QBN| আইএমডি (IMD) ২০২৫ সালে তার কত বছরের পরিষেবা উদযাপন করছে?
Common| 
Image| 
A| 125 years / ১২৫ বছর
B| 150 years / ১৫০ বছর
C| 100 years / ১০০ বছর
D| 175 years / ১৭৫ বছর
Shift| 15/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 7.39
Topic| 
SubTopic| 
QuestionID| GACA-000798

QEN| Which of the following organisations released the 8th issue of the publication titled 'EnviStats India 2025: Environment Statistics' in June 2025?
QBN| ২০২৫ সালের জুনে নিচের কোন সংস্থা 'এনভস্ট্যাটস ইন্ডিয়া ২০২৫: এনভায়রনমেন্ট স্ট্যাটিস্টিকস' (EnviStats India 2025: Environment Statistics) শীর্ষক প্রকাশনার ৮ম সংস্করণ প্রকাশ করেছে?
Common| 
Image| 
A| Ministry of Environment and Climate Change / পরিবেশ ও জলবায়ু পরিবর্তন মন্ত্রক (Ministry of Environment and Climate Change)
B| Forest Institute of India / ফরেস্ট ইনস্টিটিউট অফ ইন্ডিয়া (Forest Institute of India)
C| National Green Tribunal / জাতীয় সবুজ ট্রাইব্যুনাল (National Green Tribunal)
D| Ministry of Statistics and Programme Implementation / পরিসংখ্যান ও কর্মসূচি বাস্তবায়ন মন্ত্রক (Ministry of Statistics and Programme Implementation)
Shift| 16/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 9.37
Topic| 
SubTopic| 
QuestionID| GACA-000799

QEN| Which of the following two main types of support are provided to rural families under the Poverty‑Free Village Scheme launched by Rajasthan in July 2025?
QBN| ২০২৫ সালের জুলাই মাসে রাজস্থান দ্বারা চালু করা পোভার্টি-ফ্রি ভিলেজ স্কিমের (Poverty-Free Village Scheme) অধীনে গ্রামীণ পরিবারগুলিকে নিচের কোন দুটি প্রধান ধরনের সহায়তা প্রদান করা হয়?
Common| 
Image| 
A| Irrigation infrastructure and farming tools / সেচ পরিকাঠামো এবং কৃষি সরঞ্জাম
B| Housing construction and school education / গৃহনির্মাণ এবং প্রাথমিক শিক্ষা
C| Health insurance coverage and credit loans / স্বাস্থ্য বীমা কভারেজ এবং ক্রেডিট ঋণ
D| Cash assistance and employment opportunities / নগদ সহায়তা এবং কর্মসংস্থানের সুযোগ
Shift| 08/01/2026 4:30 PM - 6:00 PM
Correct| D
Difficulty| 8.87
Topic| 
SubTopic| 
QuestionID| GACA-000800
