Exam| RRB GROUP-D CBT-I
C|23.9% / ২৩.৯%
D|19.7% / ১৯.৭%
Shift| 17/12/2025 4:30 PM - 6:00 PM
Correct|A
Difficulty|8.72

Q|Which of the following commands participated in the successful combat launch of the BrahMos Supersonic Cruise Missile by the Indian Army in December 2025 from a test range in the Bay of Bengal? / বঙ্গোপসাগরের একটি টেস্ট রেঞ্জ থেকে ২০২৫ সালের ডিসেম্বরে ভারতীয় সেনাবাহিনী কর্তৃক ব্রহ্মোস সুপারসনিক ক্রুজ মিসাইলের সফল কমব্যাট লঞ্চে নিচের কোন কমান্ড অংশ নিয়েছিল?
A|Western Command / ওয়েস্টার্ন কমান্ড (Western Command)
B|Southern Command / সাউদার্ন কমান্ড (Southern Command)
C|Northern Command / নর্দার্ন কমান্ড (Northern Command)
D|Eastern Command / ইস্টার্ন কমান্ড (Eastern Command)
Shift| 29/12/2025 4:30 PM - 6:00 PM
Correct|B
Difficulty|6.46

Q|In July 2025, which Indian state cabinet approved a bill criminalising even engagements involving minors under child marriage prevention laws? / ২০২৫ সালের জুলাই মাসে, কোন ভারতীয় রাজ্য মন্ত্রিসভা বাল্যবিবাহ প্রতিরোধ আইনের অধীনে নাবালকদের জড়িত বাগদানকেও অপরাধ হিসেবে গণ্য করে একটি বিল অনুমোদন করেছে?
A|Maharashtra / মহারাষ্ট্র (Maharashtra)
B|Telangana / তেলেঙ্গানা (Telangana)
C|Karnataka / কর্ণাটক (Karnataka)
D|Kerala / কেরালা (Kerala)
Shift| 11/12/2025 12:45 PM - 2:15 PM
Correct|C
Difficulty|5.73

Q|As on November 2024, how many Khelo India Athletes received coaching, equipment, medical care, and Out of Pocket Allowance (OPA)? / নভেম্বর, ২০২৪ পর্যন্ত, কতজন খেলো ইন্ডিয়া অ্যাথলেট কোচিং, সরঞ্জাম, চিকিৎসা সেবা এবং আউট অফ পকেট অ্যালাউন্স (OPA) পেয়েছেন?
A|2509 / ২৫০৯
B|2781 / ২৭৮১
C|2000 / ২০০০
D|3087 / ৩০৮৭
Shift| 08/12/2025 4:30 PM - 6:00 PM
Correct|B
Difficulty|6.62

Q|The Hynniewtrep Youth Council (HYC) raised objections against a proposed eco-tourism project in which of the following wildlife sanctuaries in May 2025? / হাইনিউট্রেপ ইউথ কাউন্সিল (HYC) ২০২৫ সালের মে মাসে নিচের কোন বন্যপ্রাণী অভয়ারণ্যে একটি প্রস্তাবিত পরিবেশ-পর্যটন প্রকল্পের বিরুদ্ধে আপত্তি তুলেছিল?
A|Namdapha Wildlife Sanctuary / নামদফা বন্যপ্রাণী অভয়ারণ্য (Namdapha Wildlife Sanctuary)
B|Manas Wildlife Sanctuary / মানস বন্যপ্রাণী অভয়ারণ্য (Manas Wildlife Sanctuary)
C|Nongkhyllem Wildlife Sanctuary / নংখাইলেম বন্যপ্রাণী অভয়ারণ্য (Nongkhyllem Wildlife Sanctuary)
D|Kamlang Wildlife Sanctuary / কামলাং বন্যপ্রাণী অভয়ারণ্য (Kamlang Wildlife Sanctuary)
Shift| 21/12/2025 9:00 AM - 10:30 AM
Correct|C
Difficulty|6.43

Q|According to the India BioEconomy Report 2025, how much is India's BioEconomy valued at in 2024? / ইন্ডিয়া বায়োইকোনমি রিপোর্ট ২০২৫ অনুসারে, ২০২৪ সালে ভারতের বায়োইকোনমির মূল্য কত?
A|$250.2 billion / $২৫০.২ বিলিয়ন
B|$300.6 billion / $৩০০.৬ বিলিয়ন
C|$100.4 billion / $১০০.৪ বিলিয়ন
D|$165.7 billion / $১৬৫.৭ বিলিয়ন
Shift| 01/12/2025 9:00 AM - 10:30 AM
Correct|D
Difficulty|5.75

Q|Where was the 71 st Senior National Men's Kabaddi Championship 2025 held? / ৭১তম সিনিয়র ন্যাশনাল মেনস কাবাডি চ্যাম্পিয়নশিপ ২০২৫ কোথায় অনুষ্ঠিত হয়েছিল?
A|Kalinga Stadium, Bhubaneswar / কলিঙ্গ স্টেডিয়াম, ভুবনেশ্বর (Kalinga Stadium, Bhubaneswar)
B|Gachibowli Indoor Stadium, Hyderabad / গাচিবাউলি ইনডোর স্টেডিয়াম, হায়দ্রাবাদ (Gachibowli Indoor Stadium, Hyderabad)
C|Indira Gandhi Indoor Stadium, Delhi / ইন্দিরা গান্ধী ইনডোর স্টেডিয়াম, দিল্লি (Indira Gandhi Indoor Stadium, Delhi)
D|Jawaharlal Nehru Indoor Stadium, Cuttack / জওহরলাল নেহরু ইনডোর স্টেডিয়াম, কটক (Jawaharlal Nehru Indoor Stadium, Cuttack)
Shift| 09/01/2026 4:30 PM - 6:00 PM
Correct|D
Difficulty|5.58

Q|What is the estimated total foodgrain production in India for 2024-25, as per the Third Advance Estimates by the Ministry of Agriculture and Farmers' Welfare? / কৃষি ও কৃষক কল্যাণ মন্ত্রকের তৃতীয় অগ্রিম অনুমান অনুসারে, ২০২৪-২৫ সালে ভারতে মোট খাদ্যশস্য উৎপাদন আনুমানিক কত?
A|3499.00 LMT / ৩৪৯৯.০০ এলএমটি (LMT)
B|3450.75 LMT / ৩৪৫০.৭৫ এলএমটি (LMT)
C|3539.59 LMT / ৩৫৩৯.৫৯ এলএমটি (LMT)
D|3600.20 LMT / ৩৬০০.২০ এলএমটি (LMT)
Shift| 03/12/2025 4:30 PM - 6:00 PM
Correct|C
Difficulty|8.14

Q|In which of the following cities did the traffic police create awareness on noise pollution for motorists at traffic signals in July 2025? / ২০২৫ সালের জুলাই মাসে নিচের কোন শহরে ট্রাফিক পুলিশ ট্রাফিক সিগন্যালে মোটর চালকদের জন্য শব্দদূষণ সম্পর্কে সচেতনতা তৈরি করেছিল?
A|Chennai / চেন্নাই (Chennai)
B|Lucknow / লখনউ (Lucknow)
C|Jaipur / জয়পুর (Jaipur)
D|Warangal / ওয়ারাঙ্গেল (Warangal)
Shift| 03/12/2025 9:00 AM - 10:30 AM
Correct|D
Difficulty|6.10

Q|With which country did India sign a significant defence Memorandum of Understanding (MoU) (through the JCBL Group) in April 2025 which is aimed at bolstering India's domestic defence manufacturing capabilities? / ২০২৫ সালের এপ্রিলে ভারতের অভ্যন্তরীণ প্রতিরক্ষা উৎপাদন ক্ষমতা জোরদার করার লক্ষ্যে ভারত (জেসিবিএল গ্রুপের মাধ্যমে) কোন দেশের সাথে একটি গুরুত্বপূর্ণ প্রতিরক্ষা সমঝোতা স্মারক (MoU) স্বাক্ষর করেছে?
A|Slovakia / স্লোভাকিয়া (Slovakia)
B|Egypt / মিশর (Egypt)
C|Qatar / কাতার (Qatar)
D|Japan / জাপান (Japan)
Shift| 05/12/2025 4:30 PM - 6:00 PM
Correct|A
Difficulty|8.89

Q|In 2025, IDFC FIRST Bank has enabled Unified Payments Interface (UPI) access for Non-Resident Indians (NRIs) in how many countries? / ২০২৫ সালে, আইডিএফসি ফার্স্ট ব্যাংক (IDFC FIRST Bank) কতগুলি দেশে প্রবাসী ভারতীয়দের (NRIs) জন্য ইউনিফাইড পেমেন্টস ইন্টারফেস (UPI) অ্যাক্সেস সক্ষম করেছে?
A|10 / ১০
B|11 / ১১
C|12 / ১২
D|13 / ১৩
Shift| 08/01/2026 12:45 PM - 2:15 PM
Correct|C
Difficulty|7.93

Q|The Union Minister of Communications, Mr. Jyotiraditya Scindia, during his keynote at the World Wi-Fi Day Conference in June 2025, projected Wi-Fi to become a ₹ 1,83,000 crores (US$ 21.2 billion) sector in India by / কেন্দ্রীয় যোগাযোগ মন্ত্রী শ্রী জ্যোতিরাদিত্য সিন্ধিয়া, ২০২৫ সালের জুনে বিশ্ব ওয়াই-ফাই দিবস সম্মেলনে তাঁর মূল বক্তব্যে, ওয়াই-ফাই ভারতে কোন সালের মধ্যে একটি ₹ ১,৮৩,০০০ কোটি ($২১.২ বিলিয়ন) শিল্পে পরিণত হওয়ার অভিক্ষেপ করেছিলেন?
A|2045 / ২০৪৫
B|2035 / ২০৩৫
C|2040 / ২০৪০
D|2030 / ২০৩০
Shift| 01/12/2025 12:45 PM - 2:15 PM
Correct|B
Difficulty|8.78

Q|As reported in February 2025, the Union Environment Ministry of Government of India developed new features on which platform for quicker processing of forest clearances? / ২০২৫ সালের ফেব্রুয়ারিতে প্রাপ্ত রিপোর্ট অনুসারে, ভারত সরকারের কেন্দ্রীয় পরিবেশ মন্ত্রক বন ছাড়পত্র দ্রুত প্রক্রিয়াকরণের জন্য কোন প্ল্যাটফর্মে নতুন বৈশিষ্ট্য তৈরি করেছে?
A|PARIVARTAN 2.0 / পরিবর্তন ২.০ (PARIVARTAN 2.0)
B|Ecosia 2.0 / ইকোসিয়া ২.০ (Ecosia 2.0)
C|PARIVESH 2.0 / পরিবেশ ২.০ (PARIVESH 2.0)
D|SAMARPAN 2.0 / সমর্পণ ২.০ (SAMARPAN 2.0)
Shift| 12/12/2025 9:00 AM - 10:30 AM
Correct|C
Difficulty|8.02

Q|Who among the following was awarded Comeback of the Year at the 2025 Laureus Awards? / ২০২৫ সালের লরিয়াস অ্যাওয়ার্ডসে নিচের কাকে কামব্যাক অফ দ্য ইয়ার (Comeback of the Year) পুরস্কারে ভূষিত করা হয়েছে?
A|Rebeca Andrade / রেবেকা আন্দ্রাদে (Rebeca Andrade)
B|Novak Djokovic / নোভাক জোকোভিচ (Novak Djokovic)
C|Rafael Nadal / রাফায়েল নাদাল (Rafael Nadal)
D|Tom Pidcock / টম পিডকক (Tom Pidcock)
Shift| 04/12/2025 4:30 PM - 6:00 PM
Correct|A
Difficulty|5.27

Q|In May 2025, the Financial Services Institutions Bureau (FSIB) recommended Asheesh Pandey as the new Managing Director (MD) and Chief Executive Officer (CEO) of which bank? / ২০২৫ সালের মে মাসে, ফাইনান্সিয়াল সার্ভিসেস ইনস্টিটিউট ব্যুরো (FSIB) আশীস পান্ডেকে কোন ব্যাংকের নতুন ম্যানেজিং ডিরেক্টর (MD) এবং চিফ এক্সিকিউটিভ​ অফিসার (CEO) হিসেবে সুপারিশ করেছে?
A|State Bank of India / স্টেট ব্যাংক অফ ইন্ডিয়া (State Bank of India)
B|Union Bank of India / ইউনিয়ন ব্যাংক অফ ইন্ডিয়া (Union Bank of India)
C|Canara Bank / কানারা ব্যাংক (Canara Bank)
D|Central Bank of India / সেন্ট্রাল ব্যাংক অফ ইন্ডিয়া (Central Bank of India)
Shift| 09/12/2025 4:30 PM - 6:00 PM
Correct|B
Difficulty|8.63

Q|Which athlete set a new American outdoor record in the men's 5000 m with a time of 12:45.27? / কোন অ্যাথলেট ১২:৪৫.২৭ সময় নিয়ে পুরুষদের ৫০০০ মিটারে একটি নতুন আমেরিকান আউটডোর রেকর্ড গড়েছেন?
A|Grant Fisher / গ্রান্ট ফিশার (Grant Fisher)
B|Nico Young / নিকো ইয়ং (Nico Young)
C|Cole Hocker / কোল হকার (Cole Hocker)
D|Yared Nuguse / ইয়ার্ড নুগুস (Yared Nuguse)
Shift| 17/12/2025 12:45 PM - 2:15 PM
Correct|B
Difficulty|5.13

Q|Who became the fastest man in the world so far in 2025 in the 100 m race with a time of 9.86 s? / ১০০ মিটার দৌড়ে ৯.৮৬ সেকেন্ড সময় নিয়ে ২০২৫ সালে এপর্যন্ত বিশ্বের দ্রুততম মানব কে হয়েছেন?
A|Bayanda Walaza / বায়ান্দা ওয়ালাজা (Bayanda Walaza)
B|Abdul-Rasheed Saminu / আব্দুল-রশিদ সামিনু (Abdul-Rasheed Saminu)
C|Akani Simbine / আকানি সিমবাইন (Akani Simbine)
D|Ferdinand Omanyala / ফার্দিনান্দ ওমানিয়ালা (Ferdinand Omanyala)
Shift| 27/12/2025 12:45 PM - 2:15 PM
Correct|B
Difficulty|6.87

Q|In July 2025, which institute launched Gyanodaya for pedagogical innovation? / ২০২৫ সালের জুলাই মাসে, কোন প্রতিষ্ঠান শিক্ষাগত উদ্ভাবনের জন্য জ্ঞানোদয় (Gyanodaya) চালু করেছে?
A|IISc Bangalore / আইআইএসসি বেঙ্গালুরু (IISc Bangalore)
B|IIT Delhi / আইআইটি দিল্লি (IIT Delhi)
C|NIT Rourkela / এনআইটি রাউরকেল্লা (NIT Rourkela)
D|IIM Kozhikode / আইআইএম কোঝিকোড় (IIM Kozhikode)
Shift| 04/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|8.77

Q|According to the Union Budget, 2025-26, presented in February 2025, approximately how much fund was allocated for pollution control in India? / ২০২৫ সালের ফেব্রুয়ারিতে পেশ করা কেন্দ্রীয় বাজেট ২০২৫-২৬ অনুসারে, ভারতে দূষণ নিয়ন্ত্রণের জন্য আনুমানিক কত অর্থ বরাদ্দ করা হয়েছে?
A|₹ 745 crore / ₹ ৭৪৫ কোটি
B|₹ 958 crore / ₹ ৯৫৮ কোটি
C|₹ 854 crore / ₹ ৮৫৪ কোটি
D|₹ 572 crore / ₹ ৫৭২ কোটি
Shift| 03/12/2025 4:30 PM - 6:00 PM
Correct|C
Difficulty|7.48

Q|What was the unemployment rate among youth aged 15-29 in rural areas in May 2025, as per the PLFS? / পিএলএফএস (PLFS) অনুসারে, ২০২৫ সালের মে মাসে গ্রামীণ এলাকায় ১৫-২৯ বছর বয়সী যুবকদের মধ্যে বেকারত্বের হার কত ছিল?
A|10.5% / ১০.৫%
B|17.9% / ১৭.৯%
C|15.2% / ১৫.২%
D|13.7% / ১৩.৭%
Shift| 24/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|9.09

Q|Which organisation expressed serious concerns about the potential escape of Ebola samples in Goma, Democratic Republic of Congo? / ডেমোক্রেটিক রিপাবলিক অফ কঙ্গোর গোমায় ইবোলা স্যাম্পল বা নমুনা সম্ভাব্য ছড়িয়ে পড়ার বিষয়ে কোন সংস্থা গভীর উদ্বেগ প্রকাশ করেছে?
A|United Nations Children's Fund (UNICEF) / ইউনাইটেড নেশনস চিলড্রেনস ফান্ড (UNICEF)
B|Doctors Without Borders / ডক্টরস উইদাউট বর্ডারস (Doctors Without Borders)
C|World Health Organization (WHO) / বিশ্ব স্বাস্থ্য সংস্থা (WHO)
D|International Committee of the Red Cross (ICRC) / ইন্টারন্যাশনাল কমিটি অফ দ্য রেড ক্রস (ICRC)
Shift| 23/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|7.30

Q|Who among the following were the recipients of the 2025 Sakharov Prize for Freedom of Thought? / নিচের কে ২০২৫ সাকারভ প্রাইজ ফর ফ্রিডম অফ থট (Sakharov Prize for Freedom of Thought)-এর প্রাপক ছিলেন?
A|Sunil Amrith and Masaki Kashiwara / সুনীল অমৃত এবং মাসাকি কাশিওয়ারা (Sunil Amrith and Masaki Kashiwara)
B|Andrzej Poczobut and Mzia Amaglobeli / অ্যান্ড্রি পকজোবুট এবং মজিয়া আমাগ্লোবেলি (Andrzej Poczobut and Mzia Amaglobeli)
C|Joel Mokyr and Philippe Aghion / জোয়েল মকির এবং ফিলিপ অ্যাঘিয়ন (Joel Mokyr and Philippe Aghion)
D|Dr. Sonali Ghosh and Peter Howitt / ড. সোনালী ঘোষ এবং পিটার হাওইট (Dr. Sonali Ghosh and Peter Howitt)
Shift| 17/12/2025 4:30 PM - 6:00 PM
Correct|B
Difficulty|8.48

Q|Which of the following is India's first fully robotic telescope in Ladakh that captured images of a massive asteroid during its close pass by Earth in July 2024? / লদাখে ভারতের প্রথম সম্পূর্ণ রোবোটিক টেলিস্কোপ কোনটি যা ২০২৪ সালের জুলাই মাসে পৃথিবীর কাছ দিয়ে যাওয়ার সময় একটি বিশাল গ্রহাণুর ছবি তুলেছিল?
A|KALAM-India / কালাম-ইন্ডিয়া (KALAM-India)
B|NEW-India / নিউ-ইন্ডিয়া (NEW-India)
C|AMRUT-India / অমৃত-ইন্ডিয়া (AMRUT-India)
D|GROWTH-India / গ্রোথ-ইন্ডিয়া (GROWTH-India)
Shift| 27/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|6.79

Q|As of 10 June 2025, how many new sports infrastructure projects were approved worth ₹ 3,124.12 crore across India? / ১০ জুন ২০২৫ পর্যন্ত, সমগ্র ভারত জুড়ে ₹ ৩,১২৪.১২ কোটি মূল্যের কতগুলি নতুন ক্রীড়া পরিকাঠামো প্রকল্প অনুমোদিত হয়েছে?
A|300 / ৩০০
B|250 / ২৫০
C|350 / ৩৫০
D|326 / ৩২৬
Shift| 09/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|6.54

Q|The Bilderberg Conference from 12-15 June 2025 took place in / ১২-১৫ জুন ২০২৫ পর্যন্ত বিল্ডারবার্গ সম্মেলন (Bilderberg Conference) কোথায় অনুষ্ঠিত হয়েছিল?
A|Helsinki / হেলসিঙ্কি (Helsinki)
B|Copenhagen / কোপেনহেগেন (Copenhagen)
C|Oslo / অসলো (Oslo)
D|Stockholm / স্টকহোম (Stockholm)
Shift| 17/12/2025 9:00 AM - 10:30 AM
Correct|D
Difficulty|7.87
