Exam| RRB GROUP-D CBT-I
Q|Which of the following coaches received the Dronacharya Award for para-shooting in 2025? / নিচের কোন কোচ ২০২৫ সালে প্যারা-শুটিংয়ের জন্য দ্রোণাচার্য পুরস্কার পেয়েছেন?
A|S Muralidharan / এস মুরলিধরন (S Muralidharan)
B|Deepali Deshpande / দীপালি দেশপান্ডে (Deepali Deshpande)
C|Subhash Rana / সুভাষ রানা (Subhash Rana)
D|Sandeep Sangwan / সন্দীপ সাংওয়ান (Sandeep Sangwan)
Shift| 28/11/2025 9:00 AM - 10:30 AM
Correct|C
Difficulty|7.95

Q|Who won the prestigious Women Player of the Year Female award for FIH 2024? / এফআইএইচ (FIH) ২০২৪-এর মর্যাদাপূর্ণ উইমেন প্লেয়ার অফ দ্য ইয়ার ফিমেল (Women Player of the Year Female) পুরস্কার কে জিতেছেন?
A|Yibbi Jansen / ইব্বি জানসেন (Yibbi Jansen)
B|Sarah Wilson / সারাহ উইলসন (Sarah Wilson)
C|Ye Jiao / ইয়ে জিয়াও (Ye Jiao)
D|Zoe Diaz / জোই ডিয়াজ (Zoe Diaz)
Shift| 09/02/2026 12:45 PM - 2:15 PM
Correct|A
Difficulty|6.79

Q|In June 2025, Consumer Price Index (CPI) of India inflation for the financial year 2025-26 was projected at: / ২০২৫ সালের জুনে, ২০২৫-২৬ অর্থবছরের জন্য ভারতের কনজিউমার প্রাইস ইনডেক্স (CPI) মুদ্রাস্ফীতি কত অনুমান করা হয়েছিল?
A|6.7% / ৬.৭%
B|5.7% / ৫.৭%
C|3.7% / ৩.৭%
D|4.7% / ৪.৭%
Shift| 08/12/2025 4:30 PM - 6:00 PM
Correct|C
Difficulty|9.12

Q|In March 2025, according to the Ministry of Earth Sciences, how many earthquakes were recorded in India during November 2024 to February 2025? / ভূবিজ্ঞান মন্ত্রকের তথ্য অনুসারে, ২০২৫ সালের মার্চ মাসের রিপোর্ট অনুযায়ী, নভেম্বর ২০২৪ থেকে ফেব্রুয়ারি ২০২৫ এর মধ্যে ভারতে কতগুলি ভূমিকম্প রেকর্ড করা হয়েছিল?
A|197 / ১৯৭
B|213 / ২১৩
C|136 / ১৩৬
D|159 / ১৫৯
Shift| 01/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|7.07

Q|In 2025, which nation announced its withdrawal from the Economic Community of Central African States (ECCAS)? / ২০২৫ সালে, কোন দেশ অর্থনৈতিক সম্প্রদায় অফ সেন্ট্রাল আফ্রিকান স্টেটস (ECCAS) থেকে তার প্রত্যাহারের ঘোষণা করেছিল?
A|Rwanda / রুয়ান্ডা (Rwanda)
B|Cameroon / ক্যামেরুন (Cameroon)
C|Gabon / গ্যাবন (Gabon)
D|Burundi / বুরুন্ডি (Burundi)
Shift| 12/12/2025 9:00 AM - 10:30 AM
Correct|A
Difficulty|6.20

Q|Which team was the runner-up in the 2025 Kalinga Super Cup? / ২০২৫ কলিঙ্গ সুপার কাপে কোন দল রানার্স-আপ হয়েছিল?
A|Hyderabad FC / হায়দ্রাবাদ এফসি (Hyderabad FC)
B|Jamshedpur FC / জামশেদপুর এফসি (Jamshedpur FC)
C|Bengaluru FC / বেঙ্গালুরু এফসি (Bengaluru FC)
D|Kerala Blasters FC / কেরালা ব্লাস্টার্স এফসি (Kerala Blasters FC)
Shift| 28/11/2025 12:45 PM - 2:15 PM
Correct|B
Difficulty|6.12

Q|During the August 2025 Monetary Policy Committee (MPC) review, what revision did the Reserve Bank of India (RBI) make to its inflation forecast for FY 2025-26? / আগস্ট ২০২৫-এর মুদ্রা নীতি কমিটির (MPC) পর্যালোচনার সময়, ভারতীয় রিজার্ভ ব্যাংক (RBI) ২০২৫-২৬ অর্থবছরের জন্য তার মুদ্রাস্ফীতির পূর্বাভাসে কী সংশোধন করেছে?
A|Slashed sharply to 2.5% / তীব্রভাবে কমিয়ে ২.৫% করা হয়েছে
B|Lowered to 3.1% / কমিয়ে ৩.১% করা হয়েছে
C|Revised upward to 4.5% / ঊর্ধ্বমুখী সংশোধন করে ৪.৫% করা হয়েছে
D|Kept unchanged at 3.7% / ৩.৭%-এ অপরিবর্তিত রাখা হয়েছে
Shift| 09/02/2026 9:00 AM - 10:30 AM
Correct|B
Difficulty|7.53

Q|In which of the following states of India was the foundation stone laid in August 2025 for the Brahma-BEML Rail Manufacturing Hub, expected to reduce unemployment and empower local youth? / ২০২৫ সালের আগস্টে ভারতের নিচের কোন রাজ্যে ব্রহ্মা-বিইএমএল রেল ম্যানুফ্যাকচারিং হাব (Brahma-BEML Rail Manufacturing Hub)-এর ভিত্তিপ্রস্তর স্থাপন করা হয়েছিল, যা বেকারত্ব হ্রাস এবং স্থানীয় যুবকদের ক্ষমতায়ন করবে বলে আশা করা হচ্ছে?
A|Uttar Pradesh / উত্তরপ্রদেশ (Uttar Pradesh)
B|Bihar / বিহার (Bihar)
C|Gujarat / গুজরাট (Gujarat)
D|Madhya Pradesh / মধ্যপ্রদেশ (Madhya Pradesh)
Shift| 03/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|6.19

Q|In June 2025, the Ministry of Coal achieved a historic milestone with the allocation of its / ২০২৫ সালের জুনে, কয়লা মন্ত্রক তার কততম কয়লা খনি বরাদ্দের মাধ্যমে একটি ঐতিহাসিক মাইলফলক অর্জন করেছে?
A|100th coal mine / ১০০তম কয়লা খনি
B|400th coal mine / ৪০০তম কয়লা খনি
C|200th coal mine / ২০০তম কয়লা খনি
D|300th coal mine / ৩০০তম কয়লা খনি
Shift| 16/12/2025 4:30 PM - 6:00 PM
Correct|C
Difficulty|7.63

Q|Who among the following became the youngest Formula 1 driver to win three races in a row in 2025? / ২০২৫ সালে কে সর্বকনিষ্ঠ ফর্মুলা ১ চালক হিসেবে টানা তিনটি রেস জিতেছেন?
A|George Russell / জর্জ রাসেল (George Russell)
B|Max Verstappen / ম্যাক্স ভার্স্টাপেন (Max Verstappen)
C|Kimi Antonelli / কিমি আন্তোনেলি (Kimi Antonelli)
D|Lando Norris / ল্যান্ডো নরিস (Lando Norris)
Shift| 24/12/2025 9:00 AM - 10:30 AM
Correct|C
Difficulty|9.04

Q|Which app was announced in June 2025 to identify sporting talent via videos? / ভিডিওর মাধ্যমে ক্রীড়া প্রতিভা সনাক্ত করার জন্য ২০২৫ সালের জুনে কোন অ্যাপের ঘোষণা করা হয়েছিল?
A|Khelo India App / খেলো ইন্ডিয়া অ্যাপ (Khelo India App)
B|Sports Talent Search App / স্পোর্টস ট্যালেন্ট সার্চ অ্যাপ (Sports Talent Search App)
C|TOPS Talent App / টপস ট্যালেন্ট অ্যাপ (TOPS Talent App)
D|SAI Connect App / সাই কানেক্ট অ্যাপ (SAI Connect App)
Shift| 27/11/2025 4:30 PM - 6:00 PM
Correct|C
Difficulty|6.80

Q|IndiaAl in collaboration with which company conducted the IndiaAl CyberGuard Al Hackathon in January 2025? / ২০২৫ সালের জানুয়ারিতে কোন কোম্পানির সাথে যৌথভাবে ইন্ডিয়াএআই (IndiaAI) 'ইন্ডিয়াএআই সাইবারগার্ড এআই হ্যাকাথন' (IndiaAI CyberGuard AI Hackathon) পরিচালনা করেছে?
A|Persistent Systems / পারসিস্টেন্ট সিস্টেমস (Persistent Systems)
B|Kellton / কেলটন (Kellton)
C|I4C / আই৪সি (I4C)
D|Zensar Technologies / জেনসার টেকনোলজিস (Zensar Technologies)
Shift| 24/12/2025 12:45 PM - 2:15 PM
Correct|C
Difficulty|5.99

Q|What are the revised investment caps for Foreign Portfolio Investors (FPIs) in corporate bonds for FY 2025-26, as announced by the Reserve Bank of India (RBI) in April 2025? / ২০২৫ সালের এপ্রিলে ভারতীয় রিজার্ভ ব্যাংক (RBI) কর্তৃক ঘোষিত ২০২৫-২৬ অর্থবছরের জন্য কর্পোরেট বন্ডে বিদেশি পোর্টফোলিও বিনিয়োগকারীদের (FPIs) সংশোধিত বিনিয়োগের সীমা কত?
A|12% / ১২%
B|15% / ১৫%
C|18% / ১৮%
D|10% / ১০%
Shift| 10/12/2025 4:30 PM - 6:00 PM
Correct|B
Difficulty|9.49

Q|What percentage of India's areas are earthquake-prone as of March 2025? / ২০২৫ সালের মার্চ মাসের তথ্য অনুসারে ভারতের কত শতাংশ এলাকা ভূমিকম্পপ্রবণ?
A|73% / ৭৩%
B|39% / ৩৯%
C|59% / ৫৯%
D|47% / ৪৭%
Shift| 03/12/2025 12:45 PM - 2:15 PM
Correct|C
Difficulty|7.30

Q|When did Defence Research and Development Organisation (DRDO) and the Indian Navy conduct the successful flight-test of indigenously-developed Vertically-Launched Short-Range Surface-to-Air Missile (VLSRSAM) from the Integrated Test Range (ITR), Chandipur off the coast of Odisha? / প্রতিরক্ষা গবেষণা ও উন্নয়ন সংস্থা (DRDO) এবং ভারতীয় নৌবাহিনী ওড়িশা উপকূলের চাঁদিপুরের ইন্টিগ্রেটেড টেস্ট রেঞ্জ (ITR) থেকে নিজস্ব প্রযুক্তিতে তৈরি ভার্টিক্যালি-লঞ্চড শর্ট-রেঞ্জ সারফেস-টু-এয়ার মিসাইল (VLSRSAM)-এর সফল উড্ডয়ন পরীক্ষা কবে সম্পন্ন করেছে?
A|May 20, 2025 / ২০ মে, ২০২৫
B|March 26, 2025 / ২৬ মার্চ, ২০২৫
C|January 2, 2025 / ২ জানুয়ারি,  ২০২৫
D|July 16, 2025 / ১৬ জুলাই, ২০২৫
Shift| 08/12/2025 4:30 PM - 6:00 PM
Correct|B
Difficulty|5.42

Q|Indian researchers have developed a novel lanthanum-doped silver niobate material to enhance the performance of which of the following energy storage devices? / ভারতীয় গবেষকরা নিচের কোন শক্তি সঞ্চয়কারী যন্ত্রের কার্যক্ষমতা বাড়াতে একটি নতুন ল্যান্থানাম-ডোপড সিলভার নিওবেট (lanthanum-doped silver niobate) উপাদান তৈরি করেছেন?
A|Solar panels / সৌর প্যানেল (Solar panels)
B|Fuel cells / ফুয়েল সেল (Fuel cells)
C|Lithium-ion batteries / লিথিয়াম-আয়ন ব্যাটারি (Lithium-ion batteries)
D|Supercapacitors / সুপারক্যাপাসিটর (Supercapacitors)
Shift| 23/12/2025 9:00 AM - 10:30 AM
Correct|D
Difficulty|5.22

Q|How many Kirti Chakras were conferred during the Defence Investiture Ceremony 2025 (Phase-I)? / ডিফেন্স ইনভেস্টিচার সেরিমনি ২০২৫ (ফেজ-I)-এর সময় কতটি কীর্তি চক্র প্রদান করা হয়েছিল?
A|7 / ৭
B|6 / ৬
C|4 / ৪
D|5 / ৫
Shift| 02/12/2025 12:45 PM - 2:15 PM
Correct|B
Difficulty|5.50

Q|As per the survey conducted by the Yale Program on Climate Change Communication and CVoter from 5 December 2024 to 18 February 2025, what percentage of Indians reported experiencing severe heatwaves in the past 12 months? / ইয়েল প্রোগ্রাম অন ক্লাইমেট চেঞ্জ কমিউনিকেশন এবং সিভোটার (CVoter) দ্বারা ৫ ডিসেম্বর ২০২৪ থেকে ১৮ ফেব্রুয়ারি ২০২৫ পর্যন্ত পরিচালিত সমীক্ষা অনুসারে, কত শতাংশ ভারতীয় গত ১২ মাসে তীব্র তাপ্রবাহের সম্মুখীন হওয়ার কথা জানিয়েছেন?
A|52% / ৫২%
B|60% / ৬০%
C|85% / ৮৫%
D|71% / ৭১%
Shift| 04/12/2025 9:00 AM - 10:30 AM
Correct|D
Difficulty|7.83

Q|Which Odia poet won the Bal Sahitya Puraskar in June 2025 for Kete Phula Phutichhi? / কোন ওড়িয়া কবি ২০২৫ সালের জুনে 'কেতে ফুলা ফুটিছি' (Kete Phula Phutichhi) এর জন্য বাল সাহিত্য পুরস্কার জিতেছেন?
A|Fagu Baskey / ফাগু বাস্কি (Fagu Baskey)
B|Mayur Khavdu / ময়ুর খভদু (Mayur Khavdu)
C|Subrat Senapati / সুব্রত সেনাপতি (Subrat Senapati)
D|Rajkishore Parhi / রাজকিশোর পারহি (Rajkishore Parhi)
Shift| 21/12/2025 9:00 AM - 10:30 AM
Correct|D
Difficulty|8.57

Q|Who was conferred the Padma Shri in 2025 for revitalising Kani shawl weaving in the field of Art and Literature? / শিল্প ও সাহিত্য ক্ষেত্রে কানি শাল বয়ন (Kani shawl weaving) পুনরুজ্জীবিত করার জন্য ২০২৫ সালে কাকে পদ্মশ্রী প্রদান করা হয়েছিল?
A|Farooq Ahmad Mir / ফারুক আহমদ মীর (Farooq Ahmad Mir)
B|Bhimavva Doddabalappa Shillekyathara / ভীমাভা দোদ্দাবাল্লাপ্পা শীলক্যাথারা (Bhimavva Doddabalappa Shillekyathara)
C|Bheru Singh Chouhan / ভেরু সিং চৌহান (Bheru Singh Chouhan)
D|Stephen Knapp / স্টিফেন ন্যাপ (Stephen Knapp)
Shift| 23/12/2025 12:45 PM - 2:15 PM
Correct|A
Difficulty|6.91

Q|What is the overdue limit for microfinance lending as per the Microfinance Industry Network directives, effective January 2025? / ২০২৫ সালের জানুয়ারি থেকে কার্যকর হওয়া মাইক্রোফাইন্যান্স ইন্ডাস্ট্রি নেটওয়ার্কের নির্দেশিকা অনুসারে ক্ষুদ্রঋণ প্রদানের ওভারডিউ সীমা (overdue limit) কত?
A|₹5,000 / ₹৫,০০০
B|₹3,000 / ₹৩,০০০
C|₹2,000 / ₹২,০০০
D|₹1,000 / ₹১,০০০
Shift| 05/02/2026 9:00 AM - 10:30 AM
Correct|B
Difficulty|5.30

Q|Which of the following institutions won the Bakshi Cup in 2025? / নিচের কোন প্রতিষ্ঠানটি ২০২৫ সালে বক্সী কাপ (Bakshi Cup) জিতেছে?
A|Air Force Academy (AFA) / এয়ার ফোর্স অ্যাকাডেমি (AFA) [Air Force Academy (AFA)]
B|Indian Military Academy (IMA) / ইন্ডিয়ান মিলিটারি অ্যাকাডেমি (IMA) [Indian Military Academy (IMA)]
C|National Defence Academy (NDA) / ন্যাশনাল ডিফেন্স অ্যাকাডেমি (NDA) [National Defence Academy (NDA)]
D|Indian Naval Academy (INA) / ইন্ডিয়ান নেভাল অ্যাকাডেমি (INA) [Indian Naval Academy (INA)]
Shift| 09/12/2025 4:30 PM - 6:00 PM
Correct|D
Difficulty|6.72

Q|Which institute partnered with NDMA in 2025 to develop tunnel safety guidelines? / সুড়ঙ্গ নিরাপত্তা নির্দেশিকা (tunnel safety guidelines) তৈরির জন্য ২০২৫ সালে কোন প্রতিষ্ঠান এনডিএমএ (NDMA)-এর সাথে অংশীদারিত্ব করেছে?
A|IIT Madras / আইআইটি মাদ্রাস (IIT Madras)
B|IIT Bombay / আইআইটি বোম্বে (IIT Bombay)
C|IIT Kharagpur / আইআইটি খড়গপুর (IIT Kharagpur)
D|IIT Delhi / আইআইটি দিল্লি (IIT Delhi)
Shift| 14/12/2025 9:00 AM - 10:30 AM
Correct|D
Difficulty|9.48

Q|Which landmark treaty, aimed at protecting the high seas, achieved its final ratification push during the UN Ocean Conference in June 2025? / গভীর সমুদ্র সুরক্ষার উদ্দেশ্যে তৈরি কোন যুগান্তকারী চুক্তিটি ২০২৫ সালের জুনে জাতিসংঘ মহাসাগর সম্মেলনে (UN Ocean Conference) তার চূড়ান্ত অনুমোদনের দিকে এগিয়ে গেছে?
A|Paris Agreement on climate change / জলবায়ু পরিবর্তন সংক্রান্ত প্যারিস চুক্তি (Paris Agreement on climate change)
B|Convention on Wetlands (Ramsar Convention) / জলাভূমি সংক্রান্ত কনভেনশন (রামসার কনভেনশন) [Convention on Wetlands (Ramsar Convention)]
C|United Nations Convention on the Law of the Sea (UNCLOS) / সমুদ্রের আইন সংক্রান্ত জাতিসংঘের কনভেনশন (UNCLOS) [United Nations Convention on the Law of the Sea (UNCLOS)]
D|Biodiversity Beyond National Jurisdiction (BBNJ) Agreement / জাতীয় এখতিয়ারের বাইরের জীববৈচিত্র্য চুক্তি (BBNJ) [Biodiversity Beyond National Jurisdiction (BBNJ) Agreement]
Shift| 29/12/2025 12:45 PM - 2:15 PM
Correct|D
Difficulty|7.39

Q|The Second China-Central Asia Summit, held on 16-18 June 2025, took place in: / ১৬-১৮ জুন ২০২৫ তারিখে অনুষ্ঠিত দ্বিতীয় চীন-মধ্য এশিয়া শীর্ষ সম্মেলন (Second China-Central Asia Summit) কোথায় সম্পন্ন হয়েছিল?
A|Tashkent, Uzbekistan / তাশখন্দ, উজবেকিস্তান (Tashkent, Uzbekistan)
B|Bishkek, Kyrgyzstan / বিশকেক, কিরগিজস্তান (Bishkek, Kyrgyzstan)
C|Urumqi, China / উরুমকি, চীন (Urumqi, China)
D|Astana, Kazakhstan / আস্তানা, কাজাখস্তান (Astana, Kazakhstan)
Shift| 27/12/2025 4:30 PM - 6:00 PM
Correct|D
Difficulty|9.37

Q|In May 2025, in which state did the Defence Research and Development Organisation (DRDO) successfully conduct the maiden flight-trial of its Stratospheric Airship Platform? / ২০২৫ সালের মে মাসে, প্রতিরক্ষা গবেষণা ও উন্নয়ন সংস্থা (DRDO) কোন রাজ্যে তার স্ট্র্যাটোস্ফিয়ারিক এয়ারশিপ প্ল্যাটফর্মের প্রথম উড্ডয়ন পরীক্ষা সফলভাবে সম্পন্ন করেছে?
A|Rajasthan / রাজস্থান (Rajasthan)
B|Maharashtra / মহারাষ্ট্র (Maharashtra)
C|Madhya Pradesh / মধ্যপ্রদেশ (Madhya Pradesh)
D|Andhra Pradesh / অন্ধ্রপ্রদেশ (Andhra Pradesh)
Shift| 10/12/2025 12:45 PM - 2:15 PM
Correct|C
Difficulty|8.87
