Exam| RRB GROUP-D CBT-I
D| Held at 5.90% with an 'accommodative' stance / ৫.৯০% এ রাখা হয়েছে এবং একটি 'আকমেডেটিভ' বা স্বচ্ছন্দ স্ট্যান্স রাখা হয়েছে
Shift| 02/02/2026 4:30 PM - 6:00 PM
Correct| B
Difficulty| 6.04
Topic| 
SubTopic| 
QuestionID| GACA-000667

QEN| In which of the following districts of Madhya Pradesh is Kuno National Park located?
QBN| মধ্যপ্রদেশের কোন জেলায় কুনো জাতীয় উদ্যান (Kuno National Park) অবস্থিত?
Common| 
Image| 
A| Guna / গুনা (Guna)
B| Sheopur / শিয়োপুর (Sheopur)
C| Balaghat / বালাঘাট (Balaghat)
D| Shivpuri / শিবপুরী (Shivpuri)
Shift| 21/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 5.15
Topic| 
SubTopic| 
QuestionID| GACA-000668

QEN| Pobitora Wildlife Sanctuary reopened for the 2025-26 tourist season in which Indian state?
QBN| পবিত্রা বন্যপ্রাণী অভয়ারণ্য (Pobitora Wildlife Sanctuary) কোন ভারতীয় রাজ্যে ২০২৫-২৬ পর্যটন মৌসুমের জন্য পুনরায় খুলেছে?
Common| 
Image| 
A| Odisha / ওড়িশা (Odisha)
B| Meghalaya / মেঘালয় (Meghalaya)
C| Assam / আসাম (Assam)
D| West Bengal / পশ্চিমবঙ্গ (West Bengal)
Shift| 29/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 6.43
Topic| 
SubTopic| 
QuestionID| GACA-000669

QEN| Which of the following political parties announced a nationwide protest on November 18, 2025, against rising atrocities on marginalized groups in India?
QBN| ভারতের প্রান্তিক গোষ্ঠীর ওপর ক্রমবর্ধমান নৃশংসতার প্রতিবাদে ১৮ নভেম্বর ২০২৫-এ কোন রাজনৈতিক দলটি দেশব্যাপী প্রতিবাদের ঘোষণা দিয়েছিল?
Common| 
Image| 
A| Bharatiya Janata Party / ভারতীয় জনতা পার্টি (Bharatiya Janata Party)
B| Aam Aadmi Party / আম আদমি পার্টি (Aam Aadmi Party)
C| Communist Party of India / ভারতের কমিউনিস্ট পার্টি (Communist Party of India)
D| Indian National Congress / ইন্ডিয়ান ন্যাশনাল কংগ্রেস (Indian National Congress)
Shift| 22/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 6.21
Topic| 
SubTopic| 
QuestionID| GACA-000670

QEN| The Ministry of Heavy Industries, Government of India, introduced a programme in July 2025 to give financial support for electric trucks under
QBN| ভারত সরকারের ভারী শিল্প মন্ত্রক জুলাই ২০২৫ সালে কোন উদ্যোগের অধীনে ইলেকট্রিক ট্রাকের জন্য আর্থিক সহায়তা দেওয়ার একটি প্রোগ্রাম প্রবর্তন করেছে?
Common| 
Image| 
A| PM E-DRIVE initiative / পিএম ই-ড্রাইভ উদ্যোগ (PM E-DRIVE initiative)
B| PM E-Mobility Drive / পিএম ই-মোবিলিটি ড্রাইভ (PM E-Mobility Drive)
C| PM Electric Vehicle Boost / পিএম ইলেকট্রিক ভেহিকেল বুস্ট (PM Electric Vehicle Boost)
D| PM Green Transport Initiative / পিএম গ্রিন ট্রান্সপোর্ট ইনিশিয়েটিভ (PM Green Transport Initiative)
Shift| 14/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 5.96
Topic| 
SubTopic| 
QuestionID| GACA-000671

QEN| Who received the Padma Shri in 2025 for their work in social service (North East India)?
QBN| সমাজসেবায় (উত্তর পূর্ব ভারত) কাজের জন্য ২০২৫ সালে কে পদ্মশ্রী পেয়েছেন?
Common| 
Image| 
A| Binalakshmi Nepram / বিন্দলক্ষ্মী নেপ্রাম (Binalakshmi Nepram)
B| Kiran Mazumdar-Shaw / কিরণ মজুমদার-শহ (Kiran Mazumdar-Shaw)
C| Anand Kumar / আনন্দ কুমার (Anand Kumar)
D| Jumde Yomgam / জুমদে ইয়োমগাম (Jumde Yomgam)
Shift| 27/11/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 9.24
Topic| 
SubTopic| 
QuestionID| GACA-000672

QEN| In which event did Bindyarani Devi set a new national record at the Dehradun National Games, 2025?
QBN| দেhradun জাতীয় গেমস, ২০২৫-এ বিন্দ্যারানি দেবী কোন ইভেন্টে নতুন জাতীয় রেকর্ড গড়লেন?
Common| 
Image| 
A| Snatch (women's 55 kg) / স্ন্যাচ (মহিলাদের ৫৫ কেজি) [Snatch (women's 55 kg)]
B| Total lift (women's 55 kg) / মোট উত্তোলন (মহিলাদের ৫৫ কেজি) [Total lift (women's 55 kg)]
C| Clean and jerk (women's 55 kg) / ক্লিন অ্যান্ড জার্ক (মহিলাদের ৫৫ কেজি) [Clean and jerk (women's 55 kg)]
D| Snatch (women's 49 kg) / স্ন্যাচ (মহিলাদের ৪৯ কেজি) [Snatch (women's 49 kg)]
Shift| 10/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 8.94
Topic| 
SubTopic| 
QuestionID| GACA-000673

QEN| What is the significance of the 'R2 License' granted to Valueattics Reinsurance by the Insurance Regulatory and Development Authority of India (IRDAI) in March 2025?
QBN| মার্চ ২০২৫ সালে ভারতীয় বীমা নিয়ন্ত্রণ ও উন্নয়ন কর্তৃপক্ষ (IRDAI) কর্তৃক ভ্যালুঅ্যাটিক্স রিউন্স্যুরেন্সকে (Valueattics Reinsurance) প্রদত্ত 'আর২ লাইসেন্স' (R2 License)-এর তাৎপর্য কী?
Common| 
Image| 
A| Preliminary approval to begin banking operations / ব্যাংকিং কার্যক্রম শুরু করার প্রাথমিক অনুমোদন
B| License to sell retail insurance policies directly / সরাসরি খুচরা বীমা পলিসি বিক্রির লাইসেন্স
C| Regulatory clearance to acquire foreign branches / বৈদেশিক শাখা অধিগ্রহণের জন্য নিয়ন্ত্রক ছাড়পত্র
D| Approval to commence reinsurance business / পুনঃবীমা ব্যবসা শুরু করার অনুমোদন
Shift| 30/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 6.42
Topic| 
SubTopic| 
QuestionID| GACA-000674

QEN| The Digi Yatra, which is a product for citizens by the Ministry of Civil Aviation, received the National e-Governance Award in 2025 in which category?
QBN| নাগরিক সুবিধা প্রদানের লক্ষ্যে বেসামরিক বিমান চলাচল মন্ত্রক দ্বারা তৈরি 'ডিজি যাত্রা' (Digi Yatra) ২০২৫ সালে কোন বিভাগে জাতীয় ই-গভর্ন্যান্স পুরস্কার পেয়েছে?
Common| 
Image| 
A| Jury / জুরি (Jury)
B| Bronze / ব্রোঞ্জ (Bronze)
C| Gold / গোল্ড (Gold)
D| Silver / সিলভার (Silver)
Shift| 26/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 7.95
Topic| 
SubTopic| 
QuestionID| GACA-000675

QEN| Which Indian environmental activist was in the news for leading a youth movement in 2025?
QBN| ২০২৫ সালে একটি যুব আন্দোলনের নেতৃত্ব দেওয়ার জন্য কোন ভারতীয় পরিবেশ কর্মী আলোচনায় এসেছিলেন?
Common| 
Image| 
A| Medha Patkar / মেধা পাটকর (Medha Patkar)
B| Licypriya Kangujam / লি সিপ্রিয়া কাঙ্গুজাম (Licypriya Kangujam)
C| Disha Ravi / দিশা রবি (Disha Ravi)
D| Ridhima Pandey / রিধিমা পান্ডে (Ridhima Pandey)
Shift| 05/12/2025 9:00 AM - 10:30 AM
Correct| B
Difficulty| 6.79
Topic| 
SubTopic| 
QuestionID| GACA-000676

QEN| On 20 th May, 2025, the Supreme Court (SC) reinstated the requirement of how many years of legal practice for law graduates to apply for civil judge (junior division) posts, reversing its 2002 decision?
QBN| ২০ মে ২০২৫ তারিখে, সুপ্রিম কোর্ট ২০০২ সালের সিদ্ধান্ত বাতিল করে সিভিল জজ (জুনিয়র ডিভিশন) পদের জন্য আবেদন করতে আইন স্নাতকদের কত বছরের আইনি অনুশীলনের শর্ত পুনর্বহাল করেছে?
Common| 
Image| 
A| 3 years / ৩ বছর
B| 4 years / ৪ বছর
C| 2 years / ২ বছর
D| 5 years / ৫ বছর
Shift| 01/12/2025 9:00 AM - 10:30 AM
Correct| A
Difficulty| 9.12
Topic| 
SubTopic| 
QuestionID| GACA-000677

QEN| Who became the first Indian chess player to rank World No. 1 in live chess ratings in 2025?
QBN| ২০২৫ সালে লাইভ দাবা র্যাঙ্কিংয়ে বিশ্বের ১ নম্বর স্থান অর্জনকারী প্রথম ভারতীয় দাবাড়ু কে হয়েছেন?
Common| 
Image| 
A| D Gukesh / ডি গুকেশ (D Gukesh)
B| Viswanathan Anand / বিশ্বনাথন আনন্দ (Viswanathan Anand)
C| Arjun Erigaisi / অর্জুন এরিগাইসি (Arjun Erigaisi)
D| R Praggnanandhaa / আর প্রজ্ঞানন্দ (R Praggnanandhaa)
Shift| 10/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 7.07
Topic| 
SubTopic| 
QuestionID| GACA-000678

QEN| Where will the Billie Jean King Cup Finals be hosted from 2025-2027?
QBN| ২০২৫-২০২৭ পর্যন্ত বিলি জিন কিং কাপ ফাইনাল (Billie Jean King Cup Finals) কোথায় আয়োজিত হবে?
Common| 
Image| 
A| Beijing, China / বেইজিং, চীন (Beijing, China)
B| Tokyo, Japan / টোকিও, জাপান (Tokyo, Japan)
C| Seoul, South Korea / সিউল, দক্ষিণ কোরিয়া (Seoul, South Korea)
D| Shenzhen, China / শেনঝেন, চীন (Shenzhen, China)
Shift| 12/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 6.20
Topic| 
SubTopic| 
QuestionID| GACA-000679

QEN| Who became the youngest player ever to win a WTA 1000 title on 22 February 2025?
QBN| ২২ ফেব্রুয়ারি ২০২৫ তারিখে কনিষ্ঠতম খেলোয়াড় হিসেবে ডাব্লুটিএ ১০০০ (WTA 1000) খেতাব অর্জন করেছেন কে?
Common| 
Image| 
A| Iga Świątek / ইগা শিয়নতেক (Iga Świątek)
B| Clara Tauson / ক্লারা তাউসন (Clara Tauson)
C| Mirra Andreeva / মিরা আন্দ্রেয়েভা (Mirra Andreeva)
D| Coco Gauff / কোকো গফ (Coco Gauff)
Shift| 16/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 6.12
Topic| 
SubTopic| 
QuestionID| GACA-000680

QEN| In how many languages was the new text-to-speech Al model which launched by Sarvam Al in May 2025?
QBN| মে ২০২৫ সালে সারভাম এআই (Sarvam AI) দ্বারা চালু করা নতুন টেক্সট-টু-স্পিচ এআই মডেলটি কতগুলি ভাষায় উপলব্ধ করা হয়েছিল?
Common| 
Image| 
A| 7 / ৭টি
B| 12 / ১২টি
C| 11 / ১১টি
D| 9 / ৯টি
Shift| 22/12/2025 9:00 AM - 10:30 AM
Correct| C
Difficulty| 7.53
Topic| 
SubTopic| 
QuestionID| GACA-000681

QEN| Which of the following age groups is targeted under the Nurturing Aspirations through Vocational Training for Young Adolescent Girls programme, jointly launched by the Ministry of Women and Child Development and the Ministry of Skill Development and Entrepreneurship in June 2025?
QBN| জুন ২০২৫-এ মহিলা ও শিশু বিকাশ মন্ত্রক এবং দক্ষতা বিকাশ ও উদ্যোক্তা মন্ত্রক দ্বারা যৌথভাবে চালু করা 'নব্যা' (NAVYA) কর্মসূচির অধীনে কোন বয়স দলকে লক্ষ্যবস্তু করা হয়েছে?
Common| 
Image| 
A| 18 to 21 years / ১৮ থেকে ২১ বছর
B| 10 to 14 years / ১০ থেকে ১৪ বছর
C| 12 to 16 years / ১২ থেকে ১৬ বছর
D| 16 to 18 years / ১৬ থেকে ১৮ বছর
Shift| 17/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 6.19
Topic| 
SubTopic| 
QuestionID| GACA-000682

QEN| Which legendary surfer received the Lifetime Achievement Award at Laureus 2025?
QBN| লরিয়াস ২০২৫ (Laureus 2025)-এ কোন কিংবদন্তি সারফার লাইফটাইম অ্যাচিভমেন্ট অ্যাওয়ার্ড পেয়েছেন?
Common| 
Image| 
A| Stephanie Gilmore / স্টিফেনি গিলমোর (Stephanie Gilmore)
B| Kelly Slater / কেলি স্লেটার (Kelly Slater)
C| Tom Carroll / টম ক্যারল (Tom Carroll)
D| Mick Fanning / মিচ ফ্যানিং (Mick Fanning)
Shift| 22/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 7.63
Topic| 
SubTopic| 
QuestionID| GACA-000683

QEN| Where was Asia's longest double-decker flyover inaugurated in October 2024?
QBN| অক্টোবর ২০২৪-এ এশিয়ার দীর্ঘতম ডাবল ডেকার ফ্লাইওভার কোথায় উদ্বোধন করা হয়েছিল?
Common| 
Image| 
A| Chennai / চেন্নাই (Chennai)
B| Nagpur / নাগপুর (Nagpur)
C| Bengaluru / বেঙ্গালুরু (Bengaluru)
D| Hyderabad / হায়দ্রাবাদ (Hyderabad)
Shift| 30/12/2025 12:45 PM - 2:15 PM
Correct| B
Difficulty| 9.04
Topic| 
SubTopic| 
QuestionID| GACA-000684

QEN| Which other Bill related to Waqf matters also received Presidential assent in 2025?
QBN| ওয়াকফ সংক্রান্ত কোন বিলটি ২০২৫ সালে রাষ্ট্রপতির সম্মতি পেয়েছে?
Common| 
Image| 
A| Islamic Trusts Reform Bill / ইসলামিক ট্রাস্টস রিফর্ম বিল (Islamic Trusts Reform Bill)
B| Muslim Property Regulation Bill / মুসলিম প্রপার্টি রেগুলেশন বিল (Muslim Property Regulation Bill)
C| Mussalman Wakf (Repeal) Bill / মোসলমান ওয়াকফ (বাতিল) বিল [Mussalman Wakf (Repeal) Bill]
D| Waqf Tribunal Establishment Bill / ওয়াকফ ট্রাইব্যুনাল এস্ট্যাবলিশমেন্ট বিল (Waqf Tribunal Establishment Bill)
Shift| 19/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 6.80
Topic| 
SubTopic| 
QuestionID| GACA-000685

QEN| As notified on 20 June 2025, the Defence Research and Development Organisation (DRDO) will soon begin manufacturing new variants of the Pinaka rocket system with extended ranges of
QBN| ২০ জুন ২০২৫-এর বিজ্ঞপ্তি অনুযায়ী, প্রতিরক্ষা গবেষণা ও উন্নয়ন সংস্থা (DRDO) শীঘ্রই পিনাকা রকেট ব্যবস্থার বর্ধিত পাল্লার নতুন রূপ উৎপাদনে প্রবেশ করবে, যার পাল্লা হবে—
Common| 
Image| 
A| 90 km and 225 km / ৯০ কিমি এবং ২২৫ কিমি
B| 100 km and 260 km / ১০০ কিমি এবং ২৬০ কিমি
C| 170 km and 400 km / ১৭০ কিমি এবং ৪০০ কিমি
D| 120 km and 300 km / ১২০ কিমি এবং ৩০০ কিমি
Shift| 14/12/2025 12:45 PM - 2:15 PM
Correct| D
Difficulty| 5.99
Topic| 
SubTopic| 
QuestionID| GACA-000686

QEN| Where did Jeff Bezos and Lauren Sánchez hold their lavish wedding in June 2025?
QBN| জেফ বেজোস এবং লরেন সানচেজ ২০২৫ সালের জুনে তাঁদের বিবাহ অনুষ্ঠান কোথায় আয়োজন করেছিলেন?
Common| 
Image| 
A| Dubrovnik, Croatia / দুব্রোভনিক, ক্রোয়েশিয়া (Dubrovnik, Croatia)
B| Santorini, Greece / স্যান্টোরিনি, গ্রিস (Santorini, Greece)
C| Cannes, France / কান, ফ্রান্স (Cannes, France)
D| Venice, Italy / ভেনিস, ইতালি (Venice, Italy)
Shift| 03/02/2026 12:45 PM - 2:15 PM
Correct| D
Difficulty| 9.49
Topic| 
SubTopic| 
QuestionID| GACA-000687

QEN| Who set the men's 10,000 m record of 27:00.22 at TEN 2025 meet?
QBN| টিইএন ২০২৫ (TEN 2025) মিটে কে পুরুষদের ১০,০০০ মিটারে ২৭:০০.২২ সময়ের জাতীয় রেকর্ড গড়েছেন?
Common| 
Image| 
A| Shivnath Singh / শিবনাথ সিং (Shivnath Singh)
B| Avinash Sable / অবিনাশ সাবলে (Avinash Sable)
C| Jinson Johnson / জিসন জনসন (Jinson Johnson)
D| Gulveer Singh / গুলবীর সিং (Gulveer Singh)
Shift| 01/12/2025 9:00 AM - 10:30 AM
Correct| D
Difficulty| 7.30
Topic| 
SubTopic| 
QuestionID| GACA-000688

QEN| In 2025, how much monthly out-of-pocket allowance was approved for hockey players in the national camp by the Sports Ministry?
QBN| ২০২৫ সালে ক্রীড়া মন্ত্রক জাতীয় শিবিরের হকি খেলোয়াড়দের জন্য কত টাকা মাসিক আউট-অফ-পকেট অ্যালাউন্স মঞ্জুর করেছে?
Common| 
Image| 
A| ₹25,000 / ₹২৫,০০০
B| ₹20,000 / ₹২০,০০০
C| ₹15,000 / ₹১৫,০০০
D| ₹50,000 / ₹৫০,০০০
Shift| 02/12/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 5.42
Topic| 
SubTopic| 
QuestionID| GACA-000689

QEN| In March 2025, who among the following won the Prague Masters (Masters section) 2025 chess title?
QBN| মার্চ ২০২৫-এ প্রাগ মাস্টার্স ২০২৫ (Masters section) দাবা খেতাব কে জিতেছেন?
Common| 
Image| 
A| R Praggnanandhaa / আর প্রজ্ঞানন্দ (R Praggnanandhaa)
B| Ediz Gürel / এডিজ গুরেল (Ediz Gürel)
C| Anish Giri / অনিশ গিরি (Anish Giri)
D| Aravindh Chithambaram / অরবিন্দ চিদম্বরম (Aravindh Chithambaram)
Shift| 11/12/2025 4:30 PM - 6:00 PM
Correct| D
Difficulty| 5.22
Topic| 
SubTopic| 
QuestionID| GACA-000690

QEN| Who is the director of the movie Chhaava, which was released in February 2025?
QBN| ফেব্রুয়ারি ২০২৫-এ মুক্তিপ্রাপ্ত 'ছাওয়া' (Chhaava) চলচ্চিত্রের পরিচালক কে?
Common| 
Image| 
A| Laxman Utekar / লক্ষ্মণ উতেকর (Laxman Utekar)
B| Anurag Kashyap / অনুরাগ কাশ্যপ (Anurag Kashyap)
C| Prithviraj Sukumaran / পৃথ্বীরাজ সুকুমারন (Prithviraj Sukumaran)
D| Fahadh Faasil / ফাহাদ ফাসিল (Fahadh Faasil)
Shift| 28/11/2025 4:30 PM - 6:00 PM
Correct| A
Difficulty| 5.50
Topic| 
SubTopic| 
QuestionID| GACA-000691

QEN| The Prime Minister laid the foundation stone for the National Referral Centre for Wildlife in which city in 2025?
QBN| প্রধানমন্ত্রী ২০২৫ সালে কোন শহরে ন্যাশনাল রেফারেল সেন্টার ফর ওয়াইল্ডলাইফ-এর ভিত্তিপ্রস্তর স্থাপন করেছেন?
Common| 
Image| 
A| Ahmedabad / আহমেদাবাদ (Ahmedabad)
B| Junagadh / জুনাগড় (Junagadh)
C| Vadodara / ভাদোদরা (Vadodara)
D| Pune / পুনে (Pune)
Shift| 27/11/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 7.83
Topic| 
SubTopic| 
QuestionID| GACA-000692

QEN| In 2025, the UN General Assembly urged to grant UN membership as the 194 th country to which of the following countries?
QBN| ২০২৫ সালে জাতিসংঘ সাধারণ পরিষদ কোন দেশটিকে ১৯৪তম সদস্য দেশ হিসেবে সদস্যপদ দেওয়ার অনুরোধ জানিয়েছে?
Common| 
Image| 
A| Kosovo / কসোভো (Kosovo)
B| Vatican City / ভ্যাটিকান সিটি (Vatican City)
C| Palestine / ফিলিস্তিন (Palestine)
D| South Sudan / দক্ষিণ সুদান (South Sudan)
Shift| 04/02/2026 9:00 AM - 10:30 AM
Correct| C
Difficulty| 8.57
Topic| 
SubTopic| 
QuestionID| GACA-000693

QEN| Which organisation released the 'Global Risks Report, 2025', outlining geopolitical, environmental and technological threats?
QBN| ভূ-রাজনৈতিক, পরিবেশগত এবং প্রযুক্তিগত হুমকির রূপরেখা তুলে ধরে 'গ্লোবাল রিস্কস রিপোর্ট, ২০২৫' (Global Risks Report, 2025) কোন সংস্থা প্রকাশ করেছে?
Common| 
Image| 
A| United Nations Development Programme (UNDP) / জাতিসংঘ উন্নয়ন কর্মসূচি (United Nations Development Programme)
B| International Monetary Fund (IMF) / আন্তর্জাতিক মুদ্রা তহবিল (International Monetary Fund)
C| World Economic Forum (WEF) / ওয়ার্ল্ড ইকোনমিক ফোরাম (World Economic Forum)
D| Organisation for Economic Co-operation and Development (OECD) / অর্থনৈতিক সহযোগিতা ও উন্নয়ন সংস্থা (Organisation for Economic Co-operation and Development)
Shift| 17/12/2025 4:30 PM - 6:00 PM
Correct| C
Difficulty| 6.91
Topic| 
SubTopic| 
QuestionID| GACA-000694

QEN| Which country became the first team to qualify for the 2026 FIFA World Cup (excluding host nations)?
QBN| আয়োজক দেশ ব্যতীত ২০২৬ ফিফা বিশ্বকাপের জন্য যোগ্যতা অর্জনকারী প্রথম দল কোনটি হয়েছে?
Common| 
Image| 
A| Australia / অস্ট্রেলিয়া (Australia)
B| Iran / ইরান (Iran)
C| Japan / জাপান (Japan)
D| South Korea / দক্ষিণ কোরিয়া (South Korea)
Shift| 22/12/2025 12:45 PM - 2:15 PM
Correct| C
Difficulty| 5.30
Topic| 
SubTopic| 
QuestionID| GACA-000695

QEN| In November 2025, which of the following government bodies expressed serious concern over Delhi's deteriorating air quality, stating that even wearing masks had become ineffective?
QBN| নভেম্বর ২০২৫-এ, দিল্লির বায়ুমানের অবনতি নিয়ে গভীর উদ্বেগ প্রকাশ করে মাস্ক পরাও অকার্যকর হয়ে পড়েছে বলে কোন সরকারি সংস্থা মন্তব্য করেছিল?
Common| 
Image| 
A| Ministry of Home Affairs / স্বরাষ্ট্র মন্ত্রক (Ministry of Home Affairs)
B| Ministry of Health and Family Welfare / স্বাস্থ্য ও পরিবার কল্যাণ মন্ত্রক (Ministry of Health and Family Welfare)
C| Supreme Court of India / ভারতের সুপ্রিম কোর্ট (Supreme Court of India)
D| Delhi High Court / দিল্লি হাইকোর্ট (Delhi High Court)
Shift| 08/01/2026 9:00 AM - 10:30 AM
Correct| C
Difficulty| 6.72
Topic| 
SubTopic| 
QuestionID| GACA-000696

QEN| In the Union Budget 2025-26, the Government of India announced which of the following missions for ensuring energy reliability and reducing dependency on fossil fuels?
QBN| কেন্দ্রীয় বাজেট ২০২৫-২৬-এ, ভারত সরকার জ্বালানি নির্ভরযোগ্যতা নিশ্চিত করতে এবং জীবাশ্ম জ্বালানির ওপর নির্ভরতা কমানোর জন্য নিচের কোন মিশন ঘোষণা করেছে?
Common| 
Image| 
A| Nuclear Energy Mission / নিউক্লিয়ার এনার্জি মিশন (Nuclear Energy Mission)
B| EV Mission / ইভি মিশন (EV Mission)
C| Hydrogen Mission / হাইড্রোজেন মিশন (Hydrogen Mission)
D| Hydro Power Mission / হাইড্রো পাওয়ার মিশন (Hydro Power Mission)
Shift| 12/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 9.48
Topic| 
SubTopic| 
QuestionID| GACA-000697

QEN| Chief Minister Yogi Adityanath launched which book on public etiquette in May 2025?
QBN| মুখ্যমন্ত্রী যোগী আদিত্যনাথ ২০২৫ সালের মে মাসে গণ-শিষ্টাচারের ওপর কোন বইটি প্রকাশ করেছিলেন?
Common| 
Image| 
A| Rajal Neeti: Lok Vyavhaar / রাজাল নীতি: লোক ব্যবহার (Rajal Neeti: Lok Vyavhaar)
B| Sanghatil Manavi Vyavasthapan / সংঘাতিল মানবী ব্যবস্থাপান (Sanghatil Manavi Vyavasthapan)
C| Rajal Neeti: Time Management / রাজাল নীতি: টাইম ম্যানেজমেন্ট (Rajal Neeti: Time Management)
D| The Divine Kumbh / দ্য ডিভাইন কুম্ভ (The Divine Kumbh)
Shift| 29/12/2025 12:45 PM - 2:15 PM
Correct| A
Difficulty| 7.39
Topic| 
SubTopic| 
QuestionID| GACA-000698

QEN| In May 2025, minutes after the PSLV-C61, carrying the earth observation satellite EOS-09, lifted off from the Satish Dhawan Space Centre in Sriharikota, the space agency reported a glitch in the
QBN| মে ২০২৫-এ শ্রীহরিকোটার সতীশ ধাওয়ান স্পেস সেন্টার থেকে ভূপৃষ্ঠ পর্যবেক্ষণ উপগ্রহ EOS-09 বহনকারী PSLV-C61 উৎক্ষেপণের কয়েক মিনিটের মধ্যে মহাকাশ সংস্থা কোন ধাপে গোলযোগের কথা জানিয়েছিল?
Common| 
Image| 
A| first stage of the launch vehicle / উক্ষেপণ যানের প্রথম ধাপে
B| third stage of the launch vehicle / উক্ষেপণ যানের তৃতীয় ধাপে
C| second stage of the launch vehicle / উক্ষেপণ যানের দ্বিতীয় ধাপে
D| fourth stage of the launch vehicle / উক্ষেপণ যানের চতুর্থ ধাপে
Shift| 10/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 9.37
Topic| 
SubTopic| 
QuestionID| GACA-000699

QEN| Which IAS officer, known for his 57 transfers in his service retired in April 2025?
QBN| চাকুরিজীবনে ৫৭ বার বদলির জন্য পরিচিত কোন আইএএস কর্মকর্তা ২০২৫ সালের এপ্রিলে অবসর গ্রহণ করেছেন?
Common| 
Image| 
A| Durga Shakti Nagpal / দুর্গা শক্তি নাগপাল (Durga Shakti Nagpal)
B| Ashok Khemka / অশোক খেমকা (Ashok Khemka)
C| Priyam Saroj / প্রিয়ম সরোজ (Priyam Saroj)
D| KPS Gill / কেপিএস গিল (KPS Gill)
Shift| 03/12/2025 4:30 PM - 6:00 PM
Correct| B
Difficulty| 8.87
Topic| 
SubTopic| 
QuestionID| GACA-000700
